|Atendimentos_valor_medio|Renda média (R$)|Estabelecimentos_Publicos|Code|Município|Psi_valor_medio|Profissionais_Privados|Assalariados|Estabelecimentos_Total|Profissionais_Total|Estabelecimentos_Privados|Contribuição para o PIB estadual %|0 a 14 anos|Masculino|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Psi|Cidades|60+ anos|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|Psi_qtd_media|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media|Profissionais_Publicos
7536|235111.57|1515.44|26.0|353930|353930 Pirassununga|93171.67|3.0|19034.0|145.0|15.5|119.0|0.12|15179|34946|3.3|17734|137.0|Pirassununga|9844|1323710.037|145.0|71285|6141.67|2009|36339|28528|69686.25|12.5
7541|190944.77|1217.8|21.0|353980|353980 Poá|2015.68|2.0|35602.0|38.0|10.0|17.0|0.29|27300|52181|2.6|29054|30.0|Poá|8878|3242732.8460000004|34.0|107606|661.17|2009|55425|42374|77974.92|8.0
7556|590864.71|1137.33|37.0|354100|354100 Praia Grande|6921.89|4.5|35549.0|119.5|24.5|82.5|0.25|64981|126119|2.5|64689|100.5|Praia Grande|31001|2791997.611|118.0|261746|607.33|2009|135627|101075|258303.17|20.0
7561|1780874.75|1265.59|43.0|354140|354140 Presidente Prudente|51817.21|31.5|59201.0|549.0|74.5|506.0|0.36|44180|101656|2.7|51996|487.5|Presidente Prudente|27418|4037848.035|545.0|210883|4366.0|2009|109227|87289|173402.25|43.0
7583|592021.33|1296.15|18.0|354330|354330 Ribeirão Pires|117390.86|21.0|22198.0|86.5|44.5|68.5|0.13|25314|56362|2.8|29986|65.5|Ribeirão Pires|11857|1437652.1930000002|85.5|114995|8226.33|2009|58633|47838|77277.42|23.5
7584|5253433.02|1495.23|124.5|354340|354340 Ribeirão Preto|149100.6|93.0|182344.0|1109.5|206.0|985.0|1.37|126125|293015|3.2|163837|936.5|Ribeirão Preto|73975|15464899.336|1102.5|609693|10638.67|2009|316678|245756|428819.67|113.0
7588|565198.77|1539.52|34.0|354390|354390 Rio Claro|1895.53|17.0|56100.0|295.5|45.0|261.5|0.45|39495|92173|3.3|48382|228.5|Rio Claro|24432|5090005.2|290.5|189042|547.75|2009|96869|76733|174071.83|28.0
7604|217275.6|1437.43|21.0|354520|354520 Salto|3253.6|8.0|25887.0|108.0|18.5|87.0|0.26|24291|52910|3.1|28575|95.0|Salto|10871|2954422.289|106.5|106886|1066.58|2009|53976|43149|89474.5|10.5
7610|671649.05|1313.19|21.0|354580|354580 Santa Bárbara d'Oeste|125810.16|3.0|39825.0|170.5|11.0|149.5|0.26|38319|91040|2.8|49317|154.0|Santa Bárbara d'Oeste|18800|2971231.1810000003|167.5|183440|8393.83|2009|92400|77004|149458.83|8.0
7629|408336.09|1530.48|18.0|354730|354730 Santana de Parnaíba|3369.57|0.0|55033.0|27.0|26.0|9.0|0.4|28239|53442|3.3|29093|21.0|Santana de Parnaíba|7783|4455111.512|25.5|108142|1143.67|2009|54700|43027|126191.75|26.0
7631|1812569.17|1596.91|64.5|354780|354780 Santo André|16252.15|82.5|202894.0|688.0|164.5|623.5|1.4|139425|331704|3.5|172123|505.5|Santo André|89409|15814911.862|681.5|690305|2701.83|2009|358601|289348|438162.17|82.0
7639|2789147.48|1593.76|80.0|354850|354850 Santos|6406.91|89.5|155447.0|1313.0|176.5|1233.0|1.14|76418|197074|3.5|94661|1163.5|Santos|79291|12902581.202|1304.0|429525|1633.25|2009|232451|179155|444146.92|87.0
7641|2656459.92|2376.96|64.0|354870|354870 São Bernardo do Campo|17280.55|108.0|261742.0|644.0|179.5|580.0|3.08|171836|376392|5.2|204563|411.0|São Bernardo do Campo|74998|34751941.244|640.0|778074|2740.0|2009|401682|326677|402178.67|71.5
7642|915363.35|1899.03|33.5|354880|354880 São Caetano do Sul|75741.58|47.0|111178.0|492.5|87.0|459.0|1.19|24556|70294|4.1|33692|339.5|São Caetano do Sul|28116|13444554.483|490.5|152023|5902.5|2009|81729|65659|191992.08|40.0
7643|797546.32|1658.06|38.5|354890|354890 São Carlos|10138.24|15.5|66355.0|276.0|45.0|237.5|0.54|46404|110380|3.6|57688|244.0|São Carlos|27913|6036341.875|273.0|224541|935.42|2009|114161|92536|264425.42|29.5
7645|656048.48|1252.81|29.0|354910|354910 São João da Boa Vista|907.85|25.5|18600.0|322.5|41.0|293.5|0.14|16982|41328|2.7|20471|293.5|São João da Boa Vista|12078|1602845.624|316.5|85072|335.67|2009|43744|35541|83969.5|15.5
7652|114511.54|1216.15|15.5|354970|354970 São José do Rio Pardo|162.02|3.5|12299.0|100.0|12.5|84.5|0.09|10860|26115|2.6|13636|71.0|São José do Rio Pardo|7373|1061778.149|98.5|52991|57.25|2009|26876|21122|60399.08|9.0
7653|3881942.37|1350.97|69.5|354980|354980 São José do Rio Preto|30250.84|53.0|112132.0|623.5|144.0|554.0|0.76|79764|198823|2.9|103692|362.5|São José do Rio Preto|54709|8582472.707|611.5|413369|3697.0|2009|214546|175204|402444.5|91.0
7654|2918736.51|2169.74|77.5|354990|354990 São José dos Campos|2853.93|231.0|185922.0|1165.0|293.0|1087.5|2.18|147259|312368|4.7|171043|1023.5|São José dos Campos|59103|24566242.165999997|1159.0|636447|950.33|2009|324079|259042|354789.25|62.0
7659|45131106.97|2138.91|968.5|355030|355030 São Paulo|356866.38|854.5|4654681.0|11290.5|2403.5|10322.0|34.59|2521380|5431838|4.6|2965758|9335.5|São Paulo|1304566|389816220.416|11221.0|11448887|41544.42|2009|6017049|4657183|8389113.58|1549.0
7662|129672.02|1183.47|15.5|355060|355060 São Roque|968.84|13.5|15175.0|159.5|17.5|144.0|0.11|17710|39196|2.6|19926|140.0|São Roque|9553|1194128.893|157.0|79554|341.42|2009|40358|32365|55509.25|4.0
7663|264040.03|1675.67|24.5|355070|355070 São Sebastião|1820.48|1.0|16407.0|123.5|20.0|99.0|0.27|19145|37090|3.6|20240|114.0|São Sebastião|5809|3060808.311|121.0|74191|681.25|2009|37101|28997|84945.75|19.0
7666|1375177.27|1245.59|56.5|355100|355100 São Vicente|59972.65|8.0|37603.0|226.0|37.0|169.5|0.26|80956|162541|2.7|87227|193.5|São Vicente|35937|2930780.667|223.0|337746|5277.67|2009|175205|133626|282340.25|29.0
7673|145403.04|1728.76|16.5|355170|355170 Sertãozinho|1410.86|15.5|45709.0|167.0|24.0|150.5|0.29|25323|55387|3.7|30819|135.5|Sertãozinho|10842|3259262.3019999997|164.5|111256|499.42|2009|55869|44272|67383.08|8.5
7678|4550428.7|1667.32|66.5|355220|355220 Sorocaba|3305.69|37.5|161349.0|502.5|97.0|436.0|1.48|132453|289989|3.6|157445|410.5|Sorocaba|62278|16673230.703|492.0|591842|1005.67|2009|301853|239666|595542.17|59.5
7680|677529.77|2271.99|37.5|355240|355240 Sumaré|74.86|2.5|40863.0|145.5|16.5|108.0|0.79|59224|120832|4.9|67780|126.0|Sumaré|19299|8856544.191|140.5|242842|28.33|2009|122010|96539|142814.08|14.0
7682|965359.38|1841.67|32.0|355250|355250 Suzano|2057.82|7.0|42497.0|146.5|27.0|114.5|0.55|69750|130465|4.0|71066|107.0|Suzano|21860|6166223.863|143.0|265589|680.25|2009|135124|102913|173364.42|20.0
7685|1330873.71|1449.13|29.0|355280|355280 Taboão da Serra|18770.31|4.5|49697.0|87.5|29.0|58.5|0.41|62199|117807|3.1|67640|59.0|Taboão da Serra|18377|4610604.66|84.5|245913|2683.83|2009|128106|97697|260172.92|24.5
7700|139161.18|1283.97|29.0|355400|355400 Tatuí|5805.56|17.5|25594.0|282.0|30.5|253.0|0.18|26274|53756|2.8|28502|258.5|Tatuí|12325|2029645.9719999998|279.5|108590|1115.25|2009|54834|41489|80132.67|13.0
7701|1661084.5|1945.27|78.0|355410|355410 Taubaté|39607.55|36.5|80759.0|537.5|83.0|459.5|1.01|63670|138632|4.2|73645|412.5|Taubaté|30681|11369695.947999999|529.5|282119|4058.58|2009|143487|114123|199729.0|46.5
7713|355894.75|953.94|17.0|355500|355500 Tupã|21828.08|0.0|12761.0|110.5|14.0|93.5|0.08|12619|31536|2.1|15207|101.0|Tupã|10798|899076.199|110.0|65016|1565.5|2009|33480|26392|104323.42|14.0
7726|61096.21|1775.58|23.0|355620|355620 Valinhos|2364.47|2.0|37674.0|249.0|11.0|226.0|0.3|21444|52896|3.9|26592|229.0|Valinhos|12388|3326413.3619999997|247.0|107069|355.58|2009|54173|46645|78180.33|9.0
7731|184279.21|1653.23|19.0|355650|355650 Várzea Paulista|61753.95|0.0|15252.0|31.0|10.5|12.0|0.14|26958|54108|3.6|30684|25.0|Várzea Paulista|7941|1575508.98|30.0|108308|4344.75|2009|54200|42725|46309.92|10.5
7733|160159.7|1767.28|9.5|355670|355670 Vinhedo|4229.36|16.5|28307.0|213.0|26.5|203.5|0.34|13353|31492|3.8|16611|185.5|Vinhedo|6978|3876779.4289999995|211.5|63559|821.83|2009|32067|26617|52456.42|10.0
7737|141340.8|1348.76|29.0|355700|355700 Votorantim|1288.19|1.0|15620.0|69.0|4.0|40.0|0.16|27161|54775|2.9|30040|63.0|Votorantim|10081|1811096.511|67.5|110208|504.83|2009|55433|42926|108521.25|3.0
7738|488703.04|1062.97|21.0|355710|355710 Votuporanga|754.69|5.5|18898.0|204.5|17.0|183.5|0.12|16206|41948|2.3|21379|190.5|Votuporanga|12121|1321146.929|204.5|85877|286.58|2009|43929|36171|95214.33|11.5
7740|201465.31|974.88|7.0|350010|350010 Adamantina|23783.84|2.0|7649.0|79.0|6.0|72.0|0.05|6503|16763|2.4|8245|69.5|Adamantina|5664|521110.114|77.0|34543|1772.0|2008|17780|14131|36353.17|4.0
7758|530400.21|1558.22|31.5|350160|350160 Americana|50595.33|23.0|75545.0|363.0|39.0|331.5|0.56|42137|103225|3.8|53731|345.0|Americana|25046|5880865.378|361.0|210128|3784.08|2008|106903|89214|159233.33|16.0
7761|137490.75|1157.74|23.0|350190|350190 Amparo|2546.18|4.0|18636.0|168.5|24.0|145.5|0.19|13481|32789|2.8|17094|151.5|Amparo|8894|1939529.871|167.5|66328|825.5|2008|33539|26859|50799.5|20.0
7763|23829.68|1158.4|9.5|350210|350210 Andradina|107.25|7.5|11894.0|71.0|16.0|61.5|0.11|11667|27871|2.8|13766|65.5|Andradina|7960|1131409.377|67.0|56618|38.42|2008|28747|23225|21064.75|8.5
7771|790654.98|1148.15|64.5|350280|350280 Araçatuba|653.31|15.5|43802.0|367.5|48.0|303.0|0.29|37113|88487|2.8|44992|242.5|Araçatuba|24071|3041328.962|362.5|183475|215.0|2008|94988|77299|121687.67|32.5
7776|938598.48|1332.84|68.0|350320|350320 Araraquara|2575.43|23.5|61301.0|443.0|55.5|375.0|0.4|41561|100815|3.3|53999|371.5|Araraquara|27209|4160727.579|436.0|208470|719.42|2008|107655|85701|77831.5|32.0
7777|418211.95|1395.41|29.0|350330|350330 Araras|1056.02|1.0|31234.0|223.0|17.5|194.0|0.26|25486|58822|3.4|31596|157.0|Araras|13793|2678748.15|221.0|118787|227.75|2008|59965|47912|69648.08|16.5
7786|581382.61|1050.94|32.0|350400|350400 Assis|1605.55|6.0|18523.0|178.0|34.5|146.0|0.12|19960|46696|2.6|24338|157.0|Assis|12710|1212439.739|174.0|95854|377.67|2008|49158|38846|307891.83|28.5
7787|275807.94|1219.54|23.0|350410|350410 Atibaia|609.87|41.0|29039.0|260.5|49.0|237.5|0.26|29322|62375|3.0|32770|247.5|Atibaia|14880|2692798.191|259.5|126603|125.42|2008|64228|49631|50078.25|8.0
7791|401455.64|884.98|22.5|350450|350450 Avaré|3448.51|1.5|17099.0|98.0|17.0|75.5|0.09|19178|41564|2.2|21977|91.0|Avaré|9907|939077.0040000001|96.0|83636|957.0|2008|42072|32574|73252.08|15.5
7802|5215353.52|1088.89|27.5|350550|350550 Barretos|44568.18|3.5|25007.0|148.5|24.5|121.0|0.2|24088|54819|2.7|29538|130.5|Barretos|14614|2061657.032|144.5|113158|3921.0|2008|58339|44918|166102.33|21.0
7804|740970.92|1903.77|27.0|350570|350570 Barueri|7141.8|3.0|210585.0|124.5|33.0|97.5|2.63|63190|117163|4.6|68847|79.5|Barueri|15368|27390239.011|122.5|240084|2276.67|2008|122921|92679|352820.67|30.0
7806|181992.85|1159.42|15.5|350590|350590 Batatais|17057.22|1.5|12774.0|163.0|10.0|147.5|0.08|12449|27969|2.8|14600|157.0|Batatais|7324|848146.718|162.0|56764|1419.0|2008|28795|22391|62508.17|8.5
7807|1383595.11|1294.4|81.0|350600|350600 Bauru|80692.48|23.5|90561.0|390.0|111.5|309.0|0.57|75356|168356|3.2|89843|321.5|Bauru|42208|5954214.368|383.5|346635|6760.17|2008|178279|139228|204458.5|88.0
7808|400381.62|972.89|24.0|350610|350610 Bebedouro|38621.05|3.0|19655.0|130.0|19.5|106.0|0.12|16795|37495|2.4|19685|99.5|Bebedouro|9889|1226286.231|128.0|76779|2845.25|2008|39284|30410|88837.92|16.5
7813|78526.57|830.53|17.0|350650|350650 Birigui|272.49|2.5|33113.0|71.0|7.5|54.0|0.13|22805|53100|2.0|27499|60.0|Birigui|12622|1389593.625|71.0|108474|99.58|2008|55374|45548|130035.0|5.0
7825|1438483.12|1527.35|35.5|350750|350750 Botucatu|2222.93|27.0|33224.0|327.5|71.0|292.0|0.23|28420|61554|3.7|32724|311.0|Botucatu|15887|2359974.892|323.5|126612|603.92|2008|65058|49581|112093.67|44.0
7826|1136394.84|1208.26|39.5|350760|350760 Bragança Paulista|1653.91|5.5|33684.0|164.5|22.0|125.0|0.25|32525|71870|2.9|38100|119.0|Bragança Paulista|17207|2577344.844|161.0|145960|556.67|2008|74090|58128|118085.33|16.5
7836|164351.05|1639.86|20.0|350850|350850 Caçapava|875.82|19.0|16077.0|192.0|23.0|172.0|0.22|20030|42182|4.0|22499|184.5|Caçapava|8925|2329191.421|191.5|85071|237.83|2008|42889|33617|68722.0|4.0
7841|151499.85|1215.35|18.0|350900|350900 Caieiras|2633.81|4.5|16693.0|36.0|13.5|18.0|0.13|22049|41978|3.0|23222|26.5|Caieiras|6211|1328012.455|34.0|85573|984.25|2008|43595|34091|79215.75|9.0
7843|182100.37|1774.2|14.0|350920|350920 Cajamar|1025.04|1.0|28043.0|30.0|10.0|16.0|0.4|17094|31503|4.3|18274|26.0|Cajamar|4004|4207916.618|29.0|63010|346.33|2008|31507|23638|97100.92|9.0
7848|7091468.37|1856.08|105.5|350950|350950 Campinas|169181.3|94.0|349616.0|1208.0|286.5|1102.5|2.89|227655|524176|4.5|286558|929.0|Campinas|124598|30168118.915999997|1195.5|1084019|13178.5|2008|559843|445208|690104.17|192.5
7860|104779.33|960.57|33.0|351050|351050 Caraguatatuba|805.59|2.5|15411.0|93.5|11.0|60.5|0.09|25145|49199|2.3|25609|79.5|Caraguatatuba|10113|969995.535|91.5|98922|310.58|2008|49723|38055|61248.0|8.5
7861|424529.81|997.64|22.5|351060|351060 Carapicuíba|2109.63|0.0|34927.0|47.5|15.0|25.0|0.22|97385|181684|2.4|105567|35.0|Carapicuíba|26773|2277230.359|45.5|373462|680.17|2008|191778|143737|153556.42|15.0
7866|576760.49|1120.44|33.5|351110|351110 Catanduva|2932.9|7.0|31312.0|268.0|30.5|234.5|0.19|22650|55559|2.7|28606|142.5|Catanduva|16188|1940798.737|265.0|114133|1126.0|2008|58574|46689|109043.83|23.5
7885|397816.12|1602.08|32.0|351300|351300 Cotia|276.55|5.0|64401.0|71.0|16.5|39.0|0.52|51062|96026|3.9|53258|53.0|Cotia|14404|5443930.1110000005|67.5|195660|95.08|2008|99634|76936|102187.08|11.5
7889|230657.58|1599.66|30.5|351340|351340 Cruzeiro|879.51|15.5|15620.0|209.5|29.5|179.0|0.12|18257|38147|3.9|20104|175.0|Cruzeiro|8903|1207977.0359999998|207.5|78175|262.75|2008|40028|30911|117445.75|14.0
7890|421651.19|2451.25|26.0|351350|351350 Cubatão|1536.7|12.5|39247.0|117.0|29.0|91.0|0.94|30914|59748|6.0|33317|113.0|Cubatão|8669|9780780.877999999|117.0|119496|391.42|2008|59748|46596|143881.0|16.5
7893|1118139.56|1635.73|36.0|351380|351380 Diadema|7395.77|10.0|104779.0|121.5|56.5|85.5|0.88|98592|188906|4.0|109990|90.5|Diadema|26985|9199189.373|117.5|388901|1419.17|2008|199995|153334|484665.67|46.5
7900|248746.03|901.66|8.5|351440|351440 Dracena|36778.96|4.0|8275.0|114.5|14.0|106.0|0.05|8260|21602|2.2|10589|111.0|Dracena|6818|565226.08|114.5|43745|2730.58|2008|22143|18078|40559.33|10.0
7908|450322.7|1190.7|21.0|351500|351500 Embu das Artes|3528.14|0.0|39674.0|27.5|16.0|6.5|0.26|65907|116748|2.9|68725|22.0|Embu das Artes|14529|2720427.271|26.5|239534|792.08|2008|122786|90373|230041.42|16.0
7920|385218.24|1021.07|23.0|351550|351550 Fernandópolis|1152.41|15.0|11961.0|209.5|19.0|186.5|0.08|12825|32083|2.5|15971|200.5|Fernandópolis|9769|875269.729|208.5|65636|446.5|2008|33553|27071|74380.0|4.0
7922|409084.74|1117.42|17.0|351570|351570 Ferraz de Vasconcelos|5335.79|1.0|15723.0|24.5|19.0|7.5|0.13|46783|81798|2.7|47165|17.5|Ferraz de Vasconcelos|10599|1353554.8159999999|22.5|167205|1643.92|2008|85407|62658|143314.42|18.0
7927|1409589.33|1000.52|49.5|351620|351620 Franca|57174.6|20.0|69946.0|385.0|64.0|335.5|0.36|76606|156715|2.4|83598|297.0|Franca|33511|3784439.1610000003|377.5|320139|5491.0|2008|163424|126424|206023.75|44.0
7928|284453.97|1113.36|23.5|351630|351630 Francisco Morato|759.87|4.0|7322.0|39.0|10.5|15.5|0.07|46217|76565|2.7|44410|33.0|Francisco Morato|8707|699357.8759999999|36.0|154065|288.58|2008|77500|54731|109363.33|6.5
7929|308483.67|1291.86|32.5|351640|351640 Franco da Rocha|966.07|1.0|12266.0|54.5|74.5|22.0|0.12|33588|66795|3.2|38478|38.0|Franco da Rocha|9104|1233710.799|49.5|130111|369.67|2008|63316|48941|188740.0|73.5
7950|769192.54|1453.35|24.5|351840|351840 Guaratinguetá|2455.0|7.0|24759.0|142.0|25.5|117.5|0.22|24810|54702|3.5|28848|131.5|Guaratinguetá|13438|2292953.401|139.0|113194|705.5|2008|58492|46098|151066.75|18.5
7953|745988.91|1431.89|37.0|351870|351870 Guarujá|52.12|7.0|42298.0|182.0|30.0|145.0|0.35|76384|143110|3.5|78182|161.5|Guarujá|24557|3641104.1789999995|181.0|292565|18.42|2008|149455|113442|141566.25|23.0
7954|2681010.72|1550.39|104.5|351880|351880 Guarulhos|19474.25|32.5|292869.0|452.0|130.5|347.5|2.8|319780|596499|3.8|333471|330.5|Guarulhos|91256|29193989.994000003|448.5|1221667|3447.17|2008|625168|477160|653172.0|98.0
7959|226719.28|2456.81|34.5|351907|351907 Hortolândia|3022.92|1.0|34165.0|59.0|35.0|24.5|0.58|48439|95609|6.0|54275|45.5|Hortolândia|13109|6030361.163|55.0|189364|782.5|2008|93755|73541|108857.42|34.0
7977|585104.78|1580.12|29.5|352050|352050 Indaiatuba|57444.51|11.0|53938.0|213.0|38.5|183.5|0.58|44606|97384|3.9|53388|189.0|Indaiatuba|18860|6064394.191000001|210.0|195667|5067.75|2008|98283|78813|110406.5|27.5
7994|207657.21|1062.72|19.5|352210|352210 Itanhaém|732.02|0.0|10210.0|43.0|10.0|23.5|0.07|22467|42001|2.6|20189|27.0|Itanhaém|11292|692192.025|39.5|86162|258.75|2008|44161|32214|75786.17|10.0
7996|498362.06|1770.5|20.0|352220|352220 Itapecerica da Serra|708.19|0.5|18994.0|37.0|15.0|17.0|0.18|41859|75730|4.3|43369|29.5|Itapecerica da Serra|9612|1871857.531|36.0|151730|254.58|2008|76000|56890|226418.25|14.5
7997|463762.93|980.46|42.0|352230|352230 Itapetininga|4298.35|2.0|26750.0|196.5|18.0|154.5|0.21|36070|72092|2.4|38996|182.5|Itapetininga|15058|2228852.5130000003|192.5|144107|990.0|2008|72015|53983|161254.0|16.0
7998|396719.94|941.26|31.0|352240|352240 Itapeva|1237.79|7.0|14418.0|112.0|13.0|81.0|0.11|24336|43872|2.3|23677|100.0|Itapeva|8495|1097289.3329999999|109.0|88880|192.33|2008|45008|32372|70388.83|6.0
7999|210101.47|1410.37|24.5|352250|352250 Itapevi|3416.61|0.0|21551.0|49.0|13.5|24.5|0.27|58230|97562|3.4|56792|38.0|Itapevi|11393|2795195.1010000003|47.0|197995|888.58|2008|100433|71580|139099.92|13.5
8000|199539.39|1207.83|21.5|352260|352260 Itapira|2563.22|15.5|20424.0|121.5|33.5|100.0|0.16|13945|34344|2.9|17581|105.0|Itapira|9287|1635370.8159999999|120.5|69152|876.58|2008|34808|28339|117087.67|18.0
8006|170878.52|1213.82|23.0|352310|352310 Itaquaquecetuba|314.8|0.0|35081.0|35.0|8.0|12.0|0.24|94947|158050|3.0|90964|29.0|Itaquaquecetuba|17584|2452457.002|34.0|319810|117.17|2008|161760|116315|162718.75|8.0
8009|181600.36|1279.27|22.0|352340|352340 Itatiba|5281.67|6.0|30189.0|83.0|19.5|61.0|0.24|22154|49475|3.1|26928|66.5|Itatiba|10504|2479055.619|81.5|99892|673.08|2008|50417|40306|68388.83|13.5
8014|472985.22|1461.93|43.0|352390|352390 Itu|1359.2|7.0|43954.0|168.0|29.0|125.0|0.38|36512|76346|3.6|41517|135.5|Itu|15228|3962865.768|165.0|154117|378.25|2008|77771|60860|99764.83|22.0
8016|159249.28|970.79|15.0|352410|352410 Ituverava|5988.82|5.0|5814.0|114.0|10.0|99.0|0.05|8558|19171|2.4|10052|99.0|Ituverava|5160|493705.342|112.0|39138|451.0|2008|19967|15368|89219.17|5.0
8018|347366.03|1415.6|14.0|352430|352430 Jaboticabal|40086.31|3.0|18778.0|97.5|15.5|83.5|0.12|15500|35338|3.5|18860|77.0|Jaboticabal|9275|1258866.62|96.5|72530|3036.42|2008|37192|28895|54054.42|12.5
8019|665941.57|1797.57|27.5|352440|352440 Jacareí|4952.86|31.0|36556.0|307.5|62.5|280.0|0.54|50499|104002|4.4|54526|280.5|Jacareí|21213|5679406.436000001|306.5|212319|1640.67|2008|108317|86081|152094.0|31.5
8022|201899.79|1523.66|11.0|352470|352470 Jaguariúna|1064.85|3.0|36520.0|44.5|8.0|33.5|0.3|9715|21155|3.7|11694|39.5|Jaguariúna|4219|3096200.4310000003|41.5|42466|326.08|2008|21311|16838|36995.25|5.0
8023|92119.88|975.77|14.0|352480|352480 Jales|1196.69|6.0|8041.0|116.0|13.0|102.0|0.05|9305|23527|2.4|11602|101.5|Jales|7010|550443.1579999999|115.0|47969|433.58|2008|24442|20052|62831.25|7.0
8025|218769.08|1748.86|17.0|352500|352500 Jandira|2600.14|2.0|15418.0|23.0|10.0|6.0|0.16|29063|52895|4.3|31308|17.5|Jandira|6067|1702651.1909999999|22.0|107665|644.67|2008|54770|41227|96259.17|8.0
8028|3019535.05|1002.79|30.5|352530|352530 Jaú|41428.3|6.0|34943.0|230.5|34.0|200.0|0.18|28279|64046|2.4|33567|174.5|Jaú|15891|1876118.956|228.5|130429|3296.25|2008|66383|52692|110260.33|28.0
8035|1801297.32|1565.36|59.0|352590|352590 Jundiaí|91676.82|96.5|144604.0|1028.0|155.0|969.0|1.77|76362|180319|3.8|94285|886.0|Jundiaí|46150|18482168.575|1024.0|369732|8675.08|2008|189413|152935|184041.0|58.5
8043|174743.47|1142.32|27.0|352670|352670 Leme|11353.7|0.0|17068.0|134.5|7.5|107.5|0.12|22343|46134|2.8|25525|104.0|Leme|9282|1211597.197|132.5|91773|949.42|2008|45639|34623|72941.83|7.5
8044|144545.46|1271.84|15.0|352680|352680 Lençóis Paulista|22896.43|2.5|16421.0|123.5|10.0|108.5|0.13|14715|30679|3.1|16670|121.0|Lençóis Paulista|6162|1368009.657|122.5|61632|1912.92|2008|30953|24085|90541.83|7.5
8045|813331.35|1383.68|36.0|352690|352690 Limeira|20347.99|16.5|67693.0|326.5|55.0|290.5|0.64|61698|136602|3.4|72840|283.5|Limeira|29836|6694115.782000001|324.5|277280|1524.83|2008|140678|112906|131110.33|38.5
8047|298917.0|1341.16|26.0|352710|352710 Lins|2377.79|12.5|24072.0|268.0|30.0|242.0|0.22|15160|35009|3.3|18270|260.0|Lins|9734|2249193.167|266.0|72054|523.58|2008|37045|28890|67031.17|17.5
8048|133619.97|1250.53|23.0|352720|352720 Lorena|1565.95|6.5|13850.0|165.0|18.5|142.0|0.11|19724|40491|3.1|21909|158.0|Lorena|9620|1165034.8290000001|165.0|83607|449.08|2008|43116|32354|67542.83|12.0
8062|175327.25|1101.27|19.5|352850|352850 Mairiporã|1256.54|0.0|12332.0|35.5|12.5|16.0|0.08|19593|39815|2.7|20441|28.5|Mairiporã|7056|801186.8459999999|33.0|78776|430.0|2008|38961|31686|64844.33|12.5
8068|2348219.92|1270.0|62.5|352900|352900 Marília|16751.22|15.5|49758.0|461.5|63.0|399.0|0.34|46840|105725|3.1|55517|422.5|Marília|27535|3504092.0039999997|456.5|218099|2041.25|2008|112374|88207|172268.08|47.5
8071|106128.7|1291.7|17.0|352930|352930 Matão|255.64|4.5|26264.0|112.5|17.5|95.5|0.18|16708|38546|3.2|20862|105.0|Matão|8329|1858081.132|111.5|77623|90.33|2008|39077|31724|89417.17|13.0
8072|692046.35|1632.8|40.0|352940|352940 Mauá|4785.77|11.5|58304.0|183.5|39.5|143.5|0.7|103885|204177|4.0|117630|162.0|Mauá|31238|7273014.936000001|181.5|416420|1242.58|2008|212243|163667|407830.0|28.0
8082|67687.8|955.17|11.0|353030|353030 Mirassol|1845.46|1.0|10923.0|48.5|15.0|37.5|0.07|11123|26547|2.3|13408|30.5|Mirassol|6843|740248.13|47.5|53997|721.08|2008|27450|22623|47347.75|14.0
8084|153405.49|1186.77|19.5|353050|353050 Mococa|11595.65|7.0|14231.0|134.5|14.0|115.0|0.08|14764|33871|2.9|17412|101.5|Mococa|8601|866736.7590000001|132.5|67728|930.25|2008|33857|26951|50978.08|7.0
8085|1813253.66|1351.99|45.5|353060|353060 Mogi das Cruzes|7307.37|6.5|76759.0|258.5|26.5|213.0|0.69|97874|188401|3.3|101365|176.5|Mogi das Cruzes|36516|7236797.786|252.5|385676|2124.5|2008|197275|149921|368990.08|20.0
8086|322916.36|1358.1|25.5|353070|353070 Mogi Guaçu|29830.28|9.0|32743.0|240.5|25.5|215.0|0.31|30736|68650|3.3|36716|209.0|Mogi Guaçu|14835|3247138.047|238.5|137948|2208.33|2008|69298|55661|113205.17|16.5
8087|508381.02|1234.91|19.5|353080|353080 Mogi Mirim|38670.17|1.5|25124.0|119.0|22.5|99.5|0.22|18601|43279|3.0|22391|109.0|Mogi Mirim|10570|2255708.333|118.0|87572|3460.58|2008|44293|36010|106436.42|21.0
8092|84341.94|1248.55|14.0|353130|353130 Monte Alto|5450.91|5.0|11845.0|143.0|22.0|129.0|0.08|9503|23322|3.0|11889|136.0|Monte Alto|6402|817820.1359999999|142.0|47156|1382.67|2008|23834|19362|75468.25|17.0
8129|1626654.35|1687.03|67.0|353440|353440 Osasco|11374.4|44.5|143811.0|471.5|84.5|404.5|3.11|162773|327858|4.1|184844|355.5|Osasco|60506|32426014.356|464.5|679833|2723.17|2008|351975|271710|472211.08|40.0
8132|444145.73|1047.73|25.0|353470|353470 Ourinhos|66729.75|12.5|18718.0|267.5|34.5|242.5|0.14|23712|50462|2.6|26197|241.5|Ourinhos|12632|1510941.108|265.5|103683|6591.67|2008|53221|41142|129815.92|22.0
