|Atendimentos_valor_medio|Estabelecimentos_Atend_1000|Estabelecimentos_Privados_1000|Profissionais_Privados_1000|Estabelecimentos_Publicos_1000|Renda média (R$)|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Publicos|Município|Psi_valor_medio|Estabelecimentos_Atend_Prop|Assalariados|Profissionais_Privados|Estabelecimentos_Total|Estabelecimentos_Psi_1000|Profissionais_Total_1000|Profissionais_Publicos_1000|Atendimentos_valor_medio_1000|Profissionais_Total|Estabelecimentos_Privados|Estabelecimentos_Privados_Prop|60+ anos_1000|Profissionais_Publicos|Contribuição para o PIB estadual %|0 a 14 anos|Assalariados_1000|Masculino|Psi_valor_medio_1000|Psi_qtd_media_1000|Masculino_1000|Profissionais_Privados_Prop|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Publicos_Prop|Estabelecimentos_Psi|Feminino_1000|Cidades|60+ anos|0 a 14 anos_1000|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|15 a 29 anos_1000|Psi_qtd_media|PIB (mil R$)_1000|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media_1000|Estabelecimentos_Total_1000|30 a 59 anos_1000|Atendimentos_qtd_media|Code
210|697840.57|2.7713154565119793|1.101995836904616|0.4244724705114077|0.3101914207583364|3006.31|0.2|0.4852160727824109|38.0|351840 Guaratinguetá|155.38|0.514783927217589|30558.0|52.0|173.0|2.6121382800702015|0.5305905881392595|0.10611811762785192|5696.425207134403|65.0|135.0|0.7803468208092486|0.1773805150810171|13.0|0.26|21870|249.44287988245378|58868|1.268356393616587|0.4462674992857435|0.4805354883474144|0.8|3.0|25100|0.21965317919075145|320.0|0.5194645116525856|Guaratinguetá|21730|0.1785233255785478|5672184.125|339.5|122505|0.2048895963430064|54.67|46301.65401412187|2020|63637|53805|275.92343169666543|1.4121872576629524|0.43920656299742866|33802.0|351840
213|1425797.28|1.104570100697134|0.407436096049574|0.10379550735863671|0.19054996127033305|2973.94|0.5533333333333333|0.49216524216524216|61.5|351870 Guarujá|2997.72|0.5078347578347578|46773.0|33.5|193.0|1.0704879938032532|0.2323780015491867|0.12858249419054996|4417.652300542215|75.0|131.5|0.6813471502590673|0.1354546862896979|41.5|0.39|70665|144.92021688613477|156697|9.288055770720371|4.269558481797056|0.48550580945003874|0.44666666666666666|3.0|74145|0.31865284974093266|345.5|0.5144941905499613|Guarujá|43718|0.2189465530596437|8599008.831|356.5|322750|0.22972889233152594|1378.0|26642.93983268784|2020|166053|134222|543.9230673896204|0.5979860573199071|0.4158698683191325|175551.17|351870
214|3144742.99|0.4044188687621263|0.21478018074578287|0.08332609018899938|0.11062256800953366|3080.77|0.5886524822695035|0.43417085427135677|154.0|351880 Guarulhos|25720.73|0.5658291457286432|333738.0|116.0|453.0|0.31031785311765286|0.20256859856291226|0.1192425083739129|2258.9580862583066|282.0|299.0|0.6600441501103753|0.12186584355813898|166.0|2.77|304930|239.73347144393338|676499|18.475929894025015|8.86135616085096|0.48594841971351627|0.41134751773049644|3.1|335282|0.33995584988962474|432.0|0.5140515802864837|Guarulhos|169652|0.21903986794251362|61325724.48899999|563.0|1392121|0.24084257043748353|12336.08|44052.007324794315|2020|715622|582257|262.16878417896146|0.3254027487553165|0.4182517180618639|364970.67|351880
219|715829.65|0.7470363998821817|0.34363674394580357|0.07256925027426907|0.2219765302507054|4004.89|0.6091954022988506|0.47604790419161674|52.0|351907 Hortolândia|103.4|0.5239520958083832|46222.0|17.0|132.5|0.6787359290358108|0.18569190511357087|0.1131226548393018|3055.7188837995554|43.5|80.5|0.6075471698113207|0.11913309627378244|26.5|0.59|48207|197.31152271630972|120044|0.44139179284467195|8.47600305644607|0.5124413576426092|0.39080459770114945|4.0|57258|0.39245283018867927|159.0|0.48755864235739077|Hortolândia|27908|0.2057850498806876|13116393.02|175.0|234259|0.24442177248259406|1985.58|55990.988692003295|2020|114215|100886|517.2949598521295|0.565613274196509|0.4306600813629359|121181.0|351907
237|803932.86|1.446006018195088|0.6849502191450416|0.21660818896039777|0.14830830955847057|3386.3|0.4095744680851064|0.4699570815450644|38.0|352050 Indaiatuba|99306.91|0.5300429184549357|77260.0|55.5|213.5|1.2820863076304625|0.36686792364463766|0.1502597346842399|3137.6295648712253|94.0|175.5|0.8220140515222483|0.1397103304543308|38.5|0.71|49508|301.5342104338798|127876|387.57999867303096|95.2279069404386|0.4990808787657626|0.5904255319148937|3.4|57421|0.17798594847775176|328.5|0.5009191212342373|Indaiatuba|35797|0.1932223102531779|15596305.246|370.5|256223|0.22410556429360362|24399.58|60870.04385242543|2020|128347|113497|480.8740823423346|0.8332585287035122|0.4429617949988877|123211.0|352050
254|259614.6|0.7516827995577195|0.3249209520668852|0.058194797385113774|0.33946965141316365|2268.59|0.7857142857142857|0.44642857142857145|35.0|352210 Itanhaém|850.91|0.5535714285714286|14661.0|6.0|68.5|0.6061958060949351|0.2715757211305309|0.21338092374541714|2518.0365075362265|28.0|33.5|0.48905109489051096|0.19783321371069426|22.0|0.09|22286|142.1989874105255|49297|8.25308917382786|16.558844639289248|0.47813815444899227|0.21428571428571427|2.3|20053|0.5109489051094891|62.5|0.5218618455510078|Itanhaém|20397|0.21615487575410758|1885630.928|77.5|103102|0.19449671199394775|1707.25|18288.98496634401|2020|53805|40366|779.5516090861478|0.6643906034800489|0.3915151985412504|80373.33|352210
256|926575.37|0.35179160428228884|0.16604563722124033|0.13790230887865723|0.13227364321014062|2474.98|0.3287671232876712|0.4517543859649123|23.5|352220 Itapecerica da Serra|0.0|0.5482456140350878|22963.0|24.5|53.0|0.289876281928606|0.20544629690085667|0.06754398802219945|5215.382974412086|36.5|29.5|0.5566037735849056|0.10938748860195202|12.0|0.17|40276|129.25104974614717|90074|0.0|2.185329445801578|0.5069964314259662|0.6712328767123288|2.5|43803|0.44339622641509435|51.5|0.4930035685740338|Itapecerica da Serra|19434|0.22670013846517545|3660938.18|62.5|177662|0.24655244227803358|388.25|20606.197048327725|2020|87588|74149|765.5055667503462|0.29831928043138095|0.41735993065483895|136001.25|352220
257|783897.27|2.4195594649783114|0.6524654737020166|0.33227408382973067|0.35039812476589777|2145.02|0.38202247191011235|0.48455598455598453|58.0|352230 Itapetininga|178.29|0.5154440154440154|33323.0|55.0|166.0|2.2745671374889747|0.5376798811062914|0.20540579727656078|4735.795403743219|89.0|108.0|0.6506024096385542|0.14763843746601743|34.0|0.22|34625|201.31580537196572|83120|1.0771117528364123|3.447615480347498|0.5021567608714039|0.6179775280898876|2.1|38067|0.3493975903614458|376.5|0.4978432391285961|Itapetininga|24438|0.20918163913826227|4754148.451|400.5|165526|0.2299759554390247|570.67|28721.460380846514|2020|82406|68396|282.9530104031995|1.0028635984679144|0.4132039679566956|46836.08|352230
258|937731.09|2.7108560820218557|0.7594616260917261|0.36390869583561875|0.4535673600270031|1974.97|0.3235294117647059|0.48185483870967744|43.0|352240 Itapeva|44499.7|0.5181451612903226|18605.0|34.5|115.0|2.520990675498924|0.537951985148306|0.17404328931268723|9891.260811780094|51.0|72.0|0.6260869565217392|0.13705117927513608|16.5|0.11|20792|196.24699379773006|46934|469.38631281380526|28.642462343361043|0.4950634994304038|0.6764705882352942|2.0|22289|0.3739130434782609|239.0|0.5049365005695963|Itapeva|12993|0.21931564069026624|2521974.41|257.0|94804|0.23510611366609005|2715.42|26601.983144171132|2020|47870|38730|1290.8808700054851|1.2130289861187291|0.40852706636850766|122380.67|352240
259|516663.2|0.43990521287677264|0.2386278277397587|0.022825270479455182|0.18260216383564146|3910.97|0.7708333333333334|0.4536082474226804|44.0|352250 Itapevi|1412.52|0.5463917525773195|34543.0|5.5|101.5|0.3652043276712829|0.09960118027398625|0.07677590979453107|2144.177688505609|24.0|57.5|0.5665024630541872|0.09584953581699943|18.5|0.55|59335|143.3551487585128|118537|5.86202746502546|2.30016475695237|0.49193437942239615|0.22916666666666666|3.9|62199|0.43349753694581283|88.0|0.5080656205776038|Itapevi|23096|0.24624316798154058|12172060.617999999|106.0|240961|0.2581289088275696|554.25|50514.65016330443|2020|122424|96331|437.02474674324895|0.42122999157540014|0.3997783873738904|105305.92|352250
260|162564.92|1.9937794082462716|0.638009410638807|0.2724831857936571|0.3322965680410453|2703.98|0.5|0.4845360824742268|25.0|352260 Itapira|15004.04|0.5154639175257731|23776.0|20.5|73.0|1.8741526437514953|0.5449663715873142|0.2724831857936571|2160.7905999946834|41.0|48.0|0.6575342465753424|0.18822606800116967|20.5|0.18|12181|316.0273280697557|37105|199.4316399500226|50.33070154451445|0.4931945662865194|0.5|2.7|15361|0.3424657534246575|141.0|0.5068054337134806|Itapira|14161|0.1619081798123189|3905552.187|150.0|75234|0.20417630326713987|3786.58|51912.06352181194|2020|38129|33531|704.3613259962251|0.9703059786798522|0.44568944891937157|52991.92|352260
266|584815.44|0.24132625442987007|0.11466330320977251|0.02933247291412785|0.10266365519944749|2487.97|0.6140350877192983|0.45151515151515154|38.5|352310 Itaquaquecetuba|389.74|0.5484848484848485|43482.0|11.0|81.5|0.19866083928204772|0.07599777073205852|0.04666529781793067|1559.4620957785237|28.5|43.0|0.5276073619631901|0.10115436613859327|17.5|0.33|91232|115.94859884110066|183718|1.0392761812320173|0.367535885614022|0.48990029625797643|0.38596491228070173|2.5|96524|0.4723926380368098|74.5|0.5100997037420235|Itaquaquecetuba|37934|0.24327819717288293|7212559.667|90.5|375011|0.25738978323302514|137.83|19232.928279437136|2020|191293|149321|626.2978419299701|0.21732695840921998|0.39817765345549866|234868.58|352310
269|390436.42|1.578548062097715|0.7872345632683695|0.19578890692684836|0.3181569737561286|2999.99|0.4838709677419355|0.45492957746478874|39.0|352340 Itatiba|30702.54|0.5450704225352113|34196.0|24.0|135.5|1.3174961861952503|0.3793410071707687|0.18355210024392032|3185.1299956763282|46.5|96.5|0.7121771217712177|0.1491993049493804|22.5|0.27|22781|278.96656088627117|60720|250.46736443657664|21.304933064667445|0.49534593452492637|0.5161290322580645|3.0|26828|0.2878228782287823|161.5|0.5046540654750736|Itatiba|18289|0.18584446202918886|6051183.935|193.5|122581|0.21885936645972867|2611.58|49364.778676956455|2020|61861|54683|645.0149696935088|1.105391537024498|0.44609686656170205|79066.58|352340
274|1889887.18|1.879613597010845|0.729062243689055|0.3018773352774993|0.30757313405632003|2838.37|0.345679012345679|0.4954128440366973|54.0|352390 Itu|6209.17|0.5045871559633027|54304.0|53.0|182.0|1.8454388043379204|0.4613597010844801|0.15948236580698077|10764.417091952975|81.0|128.0|0.7032967032967034|0.14498086211610317|28.0|0.35|34687|309.30465688508156|86647|35.36618290349038|3.3448578328624805|0.4935238767884808|0.654320987654321|2.8|38825|0.2967032967032967|324.0|0.5064761232115191|Itu|25454|0.19757017224095508|7831498.159|330.0|175568|0.2211393875877153|587.25|44606.637650369084|2020|88921|76602|677.0676888726875|1.0366353777453752|0.43630957805522647|118871.42|352390
276|467987.68|4.792484243072899|2.1286716613152574|0.3210845522654299|0.6183850636223094|2247.37|0.55|0.489873417721519|26.0|352410 Ituverava|9029.08|0.5101265822784811|6791.0|13.5|115.5|4.602211915804495|0.7135212272565109|0.39243667499108104|11130.638125817577|30.0|89.5|0.7748917748917749|0.18530146271851589|16.5|0.07|7694|161.5174218099655|20490|214.74800808657392|22.166726126768936|0.4873349982161969|0.45|2.3|8556|0.22510822510822512|193.5|0.512665001783803|Ituverava|7791|0.1829944107503865|1524621.96|201.5|42045|0.2034962540135569|932.0|36261.67106671423|2020|21555|18004|563.4101557854681|2.747056724937567|0.4282078725175407|23688.58|352410
278|506030.36|2.272961417606758|0.9594086436923711|0.2124864781332097|0.3541441302220162|2822.5|0.5|0.4762611275964392|27.5|352430 Jaboticabal|22322.8|0.5237388724035609|21322.0|16.5|102.0|2.066913923659403|0.4249729562664194|0.2124864781332097|6516.642971204862|33.0|74.5|0.7303921568627451|0.18514655128007004|16.5|0.13|13488|274.58404162159377|37793|287.4723123680008|26.40846340081389|0.4866970586720239|0.5|2.8|16101|0.2696078431372549|160.5|0.513302941327976|Jaboticabal|14377|0.17369803739762016|2906847.193|176.5|77652|0.20734816875289755|2050.67|37434.286212847066|2020|39859|33686|665.0804873023231|1.313552773914387|0.4338072425694123|51644.83|352430
279|1121141.15|1.790447548170048|0.7752234342610528|0.388673667040473|0.1762836850511435|3363.42|0.32967032967032966|0.4821867321867322|41.5|352440 Jacareí|22631.06|0.5178132678132679|49178.0|91.5|224.0|1.6672613586162368|0.5798246508308696|0.19115098379039658|4762.382973119924|136.5|182.5|0.8147321428571429|0.15939443368335202|45.0|0.57|46807|208.89829068542494|114468|96.13220851598872|12.193308866007408|0.48623712916709144|0.6703296703296703|3.4|50461|0.18526785714285715|392.5|0.5137628708329085|Jacareí|37524|0.19882675773949093|12705392.677000001|421.5|235416|0.21434821762327114|2870.5|53969.96243670779|2020|120948|100624|418.9374553981038|0.9515071193121962|0.4274305909538859|98624.58|352440
282|184526.5|1.6177923095262423|0.6215728347127141|0.35761724736895883|0.5279111746875106|3673.27|0.4084507042253521|0.47802197802197804|31.0|352470 Jaguariúna|796.54|0.521978021978022|33044.0|21.0|67.5|1.4815571676714008|0.604543441980859|0.24692619461190013|3142.3742379346754|35.5|36.5|0.5407407407407407|0.14222948809645447|14.5|0.52|11790|562.7192534314225|28984|13.564592486631925|7.6518170362044895|0.4935799189400906|0.5915492957746479|3.7|13147|0.45925925925925926|87.0|0.5064200810599094|Jaguariúna|8352|0.2007765403085726|11529843.917000001|95.0|58722|0.22388542624570007|449.33|196346.2401995845|2020|29738|25433|766.30700589217|1.1494840094002248|0.43310854534927284|44999.08|352470
283|1061623.91|4.552752992825349|2.398325237291925|0.6402308896160647|0.6097437043962521|2189.83|0.3076923076923077|0.4802784222737819|30.0|352480 Jales|503.71|0.5197215777262181|11074.0|31.5|148.0|4.20723156033414|0.924777951667649|0.2845470620515843|21577.28318530111|45.5|118.0|0.7972972972972973|0.21845084449503058|14.0|0.07|7712|225.0767260828032|24048|10.237800044714538|5.133635495213512|0.4887705534440357|0.6923076923076923|2.2|8677|0.20270270270270271|207.0|0.5112294465559644|Jales|10748|0.15674478161012986|1546576.083|224.0|49201|0.17635820410154265|252.58|31433.834332635517|2020|25153|22064|907.3189569317697|3.008068941688177|0.4484461697932969|44641.0|352480
285|189267.88|0.39570736648833454|0.13058343094115038|0.05539903130836684|0.2255531988983507|3249.64|0.5757575757575758|0.40119760479041916|28.5|352500 Jandira|240.19|0.5988023952095808|19222.0|7.0|45.0|0.2651239355471841|0.13058343094115038|0.07518439963278356|1497.8938871126027|16.5|16.5|0.36666666666666664|0.10475956820412169|9.5|0.18|28648|152.12573997277534|61550|1.9008990471366616|4.141077590300421|0.4871157681471398|0.42424242424242425|3.3|31019|0.6333333333333333|33.5|0.5128842318528601|Jandira|13237|0.22672449270315617|4014711.34|50.0|126356|0.24548893602203298|523.25|31773.017031245054|2020|64806|53452|750.0257209788217|0.3561366298395011|0.4230270030706892|94770.25|352500
288|4006639.03|3.1274484629413815|0.8822696716508319|0.27982433615791313|0.2600720300761781|2206.01|0.42953020134228187|0.446064139941691|39.5|352530 Jaú|67914.08|0.5539358600583091|36485.0|42.5|173.5|2.518419025421218|0.4905156010297536|0.21069126487184045|26380.120159861995|74.5|134.0|0.7723342939481268|0.16439844351828076|32.0|0.21|29307|240.22096246403436|74388|447.1532318064801|28.356081405837465|0.4897781816027021|0.5704697986577181|2.2|31886|0.2276657060518732|382.5|0.5102218183972979|Jaú|24969|0.19296027811246963|4733100.115|475.0|151881|0.20994067724073454|4306.75|31163.21406232511|2020|77493|65719|657.4823710668221|1.1423417017270099|0.4327006011285151|99859.08|352530
295|3015363.94|3.910110022080065|1.3120381271187642|0.5449095284700454|0.19621471090244583|3315.14|0.28527131782945736|0.46420472951085195|83.0|352590 Jundiaí|50247.07|0.535795270489148|167534.0|230.5|638.0|3.3876588038940345|0.7624005333257684|0.2174910048557231|7128.418840394698|322.5|555.0|0.8699059561128527|0.17562162238833492|92.0|1.97|76372|396.0558479075947|206113|118.78571462343324|19.75759209089233|0.4872578639546484|0.7147286821705426|3.3|84806|0.13009404388714735|1433.0|0.5127421360453516|Jundiaí|74289|0.18054590242218788|43632890.536000006|1654.0|423006|0.20048415388907012|8357.58|103149.57834167838|2020|216893|187539|510.2451265466683|1.50825283802121|0.4433483213004071|215836.75|352590
303|558275.21|1.964617714143331|0.920016100281755|0.17729476932512986|0.34021428708335727|2361.75|0.5842696629213483|0.48166877370417194|35.5|352670 Leme|15692.84|0.5183312262958281|22355.0|18.5|131.5|1.8256569489966075|0.4264657964847718|0.24917102715964196|5350.231058210185|44.5|96.0|0.7300380228136882|0.14318708910739272|26.0|0.15|21749|214.23916585206908|52367|150.392348532766|14.146876737009565|0.5018591992026528|0.4157303370786517|2.4|23647|0.26996197718631176|190.5|0.4981408007973473|Leme|14941|0.2084315642190405|3207602.0939999996|205.0|104346|0.22662104920169437|1476.17|30740.05801851532|2020|51979|44009|1023.3278707377378|1.2602303873651122|0.42176029747187244|106780.17|352670
304|231150.8|3.1816205247137264|0.884186113929555|0.3261342223510654|0.28989708653428037|2722.4|0.36619718309859156|0.4871495327102804|20.0|352680 Lençóis Paulista|15247.65|0.5128504672897196|19010.0|22.5|81.0|3.0221771271198725|0.5145673285983476|0.1884331062472822|3350.497173503406|35.5|61.0|0.7530864197530864|0.14810842151036382|13.0|0.12|13619|275.54718075083343|34292|221.01246557472095|13.122626467604|0.49705754457167706|0.6338028169014085|2.7|15149|0.24691358024691357|208.5|0.5029424554283229|Lençóis Paulista|10218|0.1974054210755182|2639062.006|219.5|68990|0.21958254819539064|905.33|38252.819336135675|2020|34698|30004|986.1948108421511|1.1740832004638355|0.43490360921872734|68037.58|352680
305|1441256.94|2.6014483827257346|0.7391030919146012|0.2868887001510623|0.19450081366173716|2858.14|0.3875432525951557|0.4893413935730194|60.0|352690 Limeira|32987.1|0.5106586064269806|81077.0|88.5|288.0|2.492852095097931|0.46842279290201694|0.18153409275095467|4672.094125427091|144.5|228.0|0.7916666666666666|0.1653808001763474|56.0|0.6|57143|262.8257078208777|151454|106.93362983901815|8.488599010639193|0.4909654372054123|0.6124567474048442|2.9|64871|0.20833333333333334|769.0|0.5090345627945877|Limeira|51017|0.18523933325121078|13192024.795999998|802.5|308482|0.2102910380508425|2618.58|42764.325944463526|2020|157028|135451|359.54772077463196|0.9336039055763383|0.4390888285215993|110914.0|352690
307|73117.57|6.541151293581137|2.3948129370852067|0.6942409844209775|0.41399691731526184|2288.31|0.2875816993464052|0.49483521888834237|32.5|352710 Lins|631.02|0.5051647811116576|23915.0|54.5|220.5|6.407398443371591|0.9744850515266933|0.2802440671057157|931.3984178948575|76.5|188.0|0.8526077097505669|0.17982752251506312|22.0|0.17|14032|304.6380393105996|38527|8.038164146593124|23.413117970013886|0.49077105333554133|0.7124183006535948|2.3|15945|0.1473922902494331|503.0|0.5092289466644587|Lins|14117|0.17874476134670012|3785365.526|513.5|78503|0.20311325681821077|1838.0|48219.37411309122|2020|39976|34409|171.01155369858475|2.8088098544004687|0.438314459320026|13424.92|352710
308|342258.02|2.8723702664796633|0.7854137447405329|0.3478260869565218|0.3478260869565218|2532.75|0.3333333333333333|0.47648261758691207|31.0|352720 Lorena|512.79|0.523517382413088|16621.0|31.0|101.0|2.614305750350631|0.5217391304347826|0.1739130434782609|3840.202187938289|46.5|70.0|0.693069306930693|0.16957082748948107|15.5|0.13|17721|186.49088359046283|43108|5.753604488078541|4.607798036465638|0.48368022440392705|0.6666666666666666|2.5|18770|0.3069306930693069|233.0|0.5163197755960729|Lorena|15113|0.19883309957924264|2826717.961|256.0|89125|0.2106030855539972|410.67|31716.33055820477|2020|46017|37521|377.0434782608696|1.1332398316970547|0.4209929873772791|33604.0|352720
322|179037.35|0.48068905304256554|0.2207245651726066|0.15695969078940916|0.269774468544297|2172.35|0.5362318840579711|0.4585635359116022|27.5|352850 Mairiporã|1247.29|0.5414364640883977|15437.0|16.0|50.0|0.40711419798503|0.33844433326466344|0.18148464247525434|1756.3529434847014|34.5|22.5|0.45|0.1319050001471497|18.5|0.08|19374|151.4366716697568|52128|12.235890795295132|10.189332627014725|0.511374672591895|0.463768115942029|2.2|23762|0.55|41.5|0.488625327408105|Mairiporã|13446|0.1900585655846258|1748553.221|49.0|101937|0.23310476078362125|1038.67|17153.273306061586|2020|49809|45355|462.66076105830075|0.49049903371690357|0.4449316734846032|47162.25|352850
