|Atendimentos_valor_medio|Renda média (R$)|Estabelecimentos_Publicos|Code|Município|Psi_valor_medio|Profissionais_Privados|Assalariados|Estabelecimentos_Total|Profissionais_Total|Estabelecimentos_Privados|Contribuição para o PIB estadual %|0 a 14 anos|Masculino|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Psi|Cidades|60+ anos|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|Psi_qtd_media|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media|Profissionais_Publicos
4223|53878.91|1990.26|9.0|353140|353140 Monte Aprazível|449.65|1.0|5385.0|28.0|3.0|19.0|0.03|4452|11789|2.7|5355|24.5|Monte Aprazível|3784|580533.525|30.0|23557|176.33|2014|11768|9966|44572.58|2.0
4224|58906.56|1641.1|7.0|353150|353150 Monte Azul Paulista|1252.32|3.0|4355.0|20.0|5.0|13.0|0.02|3555|9622|2.3|4615|27.0|Monte Azul Paulista|3022|442512.89200000005|28.0|19227|354.58|2014|9605|8035|49670.67|2.0
4225|547.79|1472.89|2.0|353160|353160 Monte Castelo|0.0|0.0|486.0|2.0|1.0|0.0|0.0|689|2058|2.0|894|1.0|Monte Castelo|820|71858.26|1.0|4165|0.0|2014|2107|1762|4856.0|1.0
4226|31200.15|2616.55|16.0|353180|353180 Monte Mor|1050.22|0.0|12847.0|27.5|5.0|11.5|0.16|12613|27294|3.6|14275|40.0|Monte Mor|5679|2956455.455|47.0|54522|519.0|2014|27228|21955|45250.0|5.0
4227|36.16|1359.08|4.0|353170|353170 Monteiro Lobato|0.0|0.0|806.0|5.0|0.0|1.0|0.0|942|2327|1.9|945|4.0|Monteiro Lobato|727|50355.925|5.0|4418|0.0|2014|2091|1804|77409.83|0.0
4228|52982.2|1951.45|12.5|353190|353190 Morro Agudo|270.91|5.0|7475.0|38.5|11.0|26.0|0.05|7504|16008|2.7|8333|51.5|Morro Agudo|3141|1019582.6479999999|57.5|31261|88.08|2014|15253|12283|34256.75|6.0
4229|31667.66|1426.18|8.5|353200|353200 Morungaba|0.0|0.0|10266.0|9.5|3.0|1.0|0.02|2725|6401|2.0|3149|9.5|Morungaba|1661|431217.02200000006|10.5|12770|0.0|2014|6369|5235|10137.75|3.0
4230|5925.94|1421.24|4.0|353205|353205 Motuca|61.75|0.0|501.0|4.0|0.0|0.0|0.0|971|2279|2.0|1094|2.0|Motuca|571|65297.72|2.0|4561|23.92|2014|2282|1925|5763.92|0.0
4231|13687.77|1404.02|2.5|353210|353210 Murutinga do Sul|20.28|0.0|436.0|4.5|2.0|2.0|0.0|733|2197|1.9|853|4.0|Murutinga do Sul|925|51627.876|4.0|4379|7.17|2014|2182|1868|12265.42|2.0
4232|994.85|2048.97|4.0|353215|353215 Nantes|20.19|0.0|258.0|4.0|1.0|0.0|0.0|723|1479|2.8|736|2.0|Nantes|313|77932.783|2.0|2941|7.92|2014|1462|1169|3895.83|1.0
4233|4747.02|2448.37|4.0|353220|353220 Narandiba|442.65|0.0|1004.0|4.0|1.0|0.0|0.01|1090|2349|3.4|1152|2.0|Narandiba|512|207331.06699999998|3.0|4605|128.58|2014|2256|1851|10341.92|1.0
4234|2603.9|1530.86|4.0|353230|353230 Natividade da Serra|0.0|0.0|654.0|4.0|1.0|0.0|0.0|1317|3545|2.1|1415|2.0|Natividade da Serra|1275|66532.952|2.0|6762|0.0|2014|3217|2755|7763.0|1.0
4235|60424.34|2045.56|3.5|353240|353240 Nazaré Paulista|999.31|2.0|2668.0|6.5|4.0|3.0|0.02|3518|9079|2.8|4262|3.5|Nazaré Paulista|2633|313225.885|6.5|17595|192.75|2014|8516|7182|14877.5|2.0
4236|14052.72|1598.57|6.0|353250|353250 Neves Paulista|76.65|0.0|1377.0|9.0|1.0|3.0|0.01|1312|4445|2.2|1845|11.0|Neves Paulista|1794|155829.734|12.0|8964|27.08|2014|4519|4013|9976.17|1.0
4237|54713.49|1489.32|6.0|353260|353260 Nhandeara|0.0|1.0|1727.0|23.5|5.0|17.5|0.01|1785|5551|2.1|2309|28.5|Nhandeara|2234|243306.84399999998|31.5|11213|0.0|2014|5662|4885|11804.67|4.0
4238|1356.0|1395.29|2.0|353270|353270 Nipoã|0.0|0.0|703.0|2.0|1.0|0.0|0.0|1024|2553|1.9|1254|1.0|Nipoã|577|83102.944|1.0|4758|0.0|2014|2205|1903|2203.67|1.0
4239|1872.41|1400.44|3.0|353280|353280 Nova Aliança|0.0|0.0|1074.0|4.5|1.0|1.5|0.0|1279|3222|1.9|1469|2.5|Nova Aliança|1077|90476.45300000001|3.5|6462|0.0|2014|3240|2637|31399.42|1.0
4240|701.91|1943.54|4.0|353282|353282 Nova Campina|0.0|0.0|2024.0|4.0|0.0|0.0|0.02|2497|4667|2.7|2547|2.0|Nova Campina|777|350252.04600000003|2.0|9194|0.0|2014|4527|3373|15437.0|0.0
4241|1117.42|1787.2|3.0|353284|353284 Nova Canaã Paulista|0.0|0.0|234.0|3.0|1.0|0.0|0.0|292|1040|2.5|361|2.0|Nova Canaã Paulista|471|32349.931|2.0|2038|0.0|2014|998|914|2084.33|1.0
4242|0.0|2164.04|3.0|353286|353286 Nova Castilho|0.0|0.0|172.0|3.0|0.0|0.0|0.0|257|583|3.0|259|1.0|Nova Castilho|195|31154.833|1.0|1204|0.0|2014|621|493|685.67|0.0
4243|5158.4|1979.07|6.0|353290|353290 Nova Europa|110.49|0.0|3833.0|9.0|1.0|3.0|0.01|2442|5129|2.7|2515|9.0|Nova Europa|1203|273233.80600000004|11.0|10282|37.83|2014|5153|4122|13021.33|1.0
4244|32769.95|1641.06|8.0|353300|353300 Nova Granada|459.34|2.0|2225.0|17.0|5.0|9.0|0.02|4048|10363|2.3|5005|17.5|Nova Granada|2994|349151.44299999997|19.5|20494|132.08|2014|10131|8447|22056.08|3.0
4245|144.52|1568.89|2.0|353310|353310 Nova Guataporanga|0.0|0.0|226.0|2.0|1.0|0.0|0.0|410|1148|2.2|459|1.0|Nova Guataporanga|455|27041.305|1.0|2270|0.0|2014|1122|946|2320.58|1.0
4246|1518.04|2538.48|3.0|353320|353320 Nova Independência|110.71|0.0|1362.0|3.0|1.0|0.0|0.0|871|1756|3.5|908|3.0|Nova Independência|369|84385.95300000001|3.0|3518|43.42|2014|1762|1370|6691.33|1.0
4247|630.47|1566.31|2.0|353330|353330 Nova Luzitânia|0.0|0.0|301.0|3.0|0.0|1.0|0.0|822|2020|2.2|903|3.0|Nova Luzitânia|507|36741.187999999995|3.0|3787|0.0|2014|1767|1555|3605.17|0.0
4248|144890.56|2198.45|9.0|353340|353340 Nova Odessa|78.76|5.0|20295.0|18.0|8.0|9.0|0.14|11085|27797|3.0|13635|45.5|Nova Odessa|6891|2647078.306|49.0|55990|18.67|2014|28193|24379|110173.33|3.0
4249|2867.95|1829.16|3.0|353325|353325 Novais|0.0|0.0|369.0|3.0|1.0|0.0|0.0|1342|2857|2.5|1564|1.0|Novais|504|45454.954000000005|2.0|5216|0.0|2014|2359|1806|4784.42|1.0
4250|75399.38|1818.82|10.5|353350|353350 Novo Horizonte|47.51|8.0|8272.0|32.5|15.0|22.0|0.05|7816|19656|2.5|9077|54.5|Novo Horizonte|5979|918645.2320000001|67.5|39114|8.5|2014|19458|16242|22593.5|7.0
4251|4058.24|1599.38|6.0|353360|353360 Nuporanga|19.81|1.0|2351.0|14.0|3.0|8.0|0.02|1422|3590|2.2|1768|22.0|Nuporanga|1033|379952.073|22.0|7189|7.0|2014|3599|2966|4556.67|2.0
4252|1253.46|1613.16|3.0|353370|353370 Ocauçu|131.83|0.0|465.0|3.0|1.0|0.0|0.0|917|2192|2.2|991|2.0|Ocauçu|674|86137.056|2.0|4278|51.5|2014|2086|1696|93707.75|1.0
4253|4173.49|1649.25|4.0|353380|353380 Óleo|100.3|0.0|234.0|4.0|1.0|0.0|0.0|501|1320|2.3|535|3.0|Óleo|532|77226.408|3.0|2630|39.33|2014|1310|1062|4110.5|1.0
4254|145961.72|1924.59|18.5|353390|353390 Olímpia|172.89|7.0|14301.0|45.5|18.0|27.0|0.09|10374|26143|2.7|12287|96.5|Olímpia|8462|1596741.9519999998|106.5|52862|60.67|2014|26719|21739|46374.17|11.0
4255|7511.41|982.22|4.0|353400|353400 Onda Verde|123.04|0.0|2182.0|4.0|2.0|0.0|0.01|904|2152|1.4|1007|2.0|Onda Verde|540|184996.56699999998|3.0|4163|48.25|2014|2011|1712|7625.83|2.0
4256|3737.1|1675.38|4.0|353410|353410 Oriente|0.0|2.0|886.0|7.0|3.0|3.0|0.0|1172|3116|2.3|1480|11.0|Oriente|1047|90893.54400000001|11.0|6370|0.0|2014|3254|2671|11839.0|1.0
4257|4367.22|2671.49|4.0|353420|353420 Orindiúva|209.26|0.0|2968.0|7.0|6.0|3.0|0.02|1472|3255|3.7|1742|7.0|Orindiúva|571|347343.719|9.0|6383|82.0|2014|3128|2598|12185.75|6.0
4258|80493.46|2023.72|17.5|353430|353430 Orlândia|612.82|14.0|11454.0|67.0|21.0|49.5|0.08|8489|20700|2.8|10400|119.5|Orlândia|5554|1480697.519|140.0|42250|212.08|2014|21550|17807|29570.08|7.0
4259|2604602.62|2421.47|79.0|353440|353440 Osasco|5671.45|122.0|175745.0|461.0|183.0|382.0|3.27|149269|331488|3.3|171214|559.0|Osasco|77950|60834519.806|748.0|690249|2649.42|2014|358761|291816|608663.17|61.0
4260|1677.28|1514.69|3.0|353450|353450 Oscar Bressane|111.9|0.0|386.0|3.0|2.0|0.0|0.0|449|1237|2.1|499|1.0|Oscar Bressane|590|59581.66|1.0|2602|43.17|2014|1365|1064|4472.92|2.0
4261|84150.4|1411.01|14.0|353460|353460 Osvaldo Cruz|5458.96|2.0|7538.0|32.0|10.0|18.0|0.04|5290|16391|1.9|7479|52.0|Osvaldo Cruz|6032|825989.8740000001|58.0|32230|653.83|2014|15839|13429|37475.75|8.0
4262|587486.64|1706.03|34.5|353470|353470 Ourinhos|64380.83|34.0|25555.0|141.0|69.0|106.5|0.15|22516|52988|2.4|25300|338.0|Ourinhos|16187|2745903.9269999997|346.5|109209|5087.92|2014|56221|45206|117203.83|35.0
4263|2064.28|1479.01|5.0|353480|353480 Ouro Verde|0.0|0.0|607.0|5.0|0.0|0.0|0.01|1824|4100|2.0|1953|4.0|Ouro Verde|1214|93696.742|5.0|8252|0.0|2014|4152|3261|6023.25|0.0
4264|5761.31|2213.15|4.0|353475|353475 Ouroeste|3.54|1.0|2861.0|12.5|7.0|8.5|0.02|1898|4702|3.1|2261|21.5|Ouroeste|1342|355667.409|21.5|9406|1.25|2014|4704|3905|10159.58|6.0
4265|26660.85|1534.61|6.5|353490|353490 Pacaembu|7.78|1.0|1324.0|9.5|6.0|3.0|0.01|2059|8314|2.1|3293|17.5|Pacaembu|2209|162740.356|17.5|13847|2.75|2014|5533|6286|23544.33|5.0
4266|4128.77|2125.82|5.0|353500|353500 Palestina|400.35|1.0|2615.0|10.0|3.0|5.0|0.01|2281|6172|2.9|2804|12.0|Palestina|2009|274594.07899999997|13.0|12066|157.0|2014|5894|4972|72434.08|2.0
4267|2381.22|1541.9|3.5|353510|353510 Palmares Paulista|0.0|0.0|742.0|7.5|2.0|4.0|0.01|2859|6625|2.1|3708|10.0|Palmares Paulista|906|100446.148|11.0|12144|0.0|2014|5519|4671|11134.5|2.0
4268|48921.82|1487.26|7.0|353520|353520 Palmeira d'Oeste|25.71|0.0|937.0|10.0|2.0|3.0|0.01|1613|4792|2.1|1877|14.0|Palmeira d'Oeste|1966|154576.85199999998|14.0|9579|9.08|2014|4787|4123|10156.0|2.0
4269|69490.42|1736.91|11.0|353530|353530 Palmital|3554.65|1.0|3362.0|19.0|8.0|8.0|0.03|4151|10717|2.4|4739|32.5|Palmital|3985|522232.23299999995|33.5|21946|496.83|2014|11229|9071|30320.33|7.0
4270|14091.3|1387.58|7.0|353540|353540 Panorama|29.01|2.0|2915.0|9.0|3.0|2.0|0.01|3629|7665|1.9|3739|13.5|Panorama|1983|254362.93600000002|14.5|15324|10.25|2014|7659|5973|18582.0|1.0
4271|126822.01|1859.97|18.5|353550|353550 Paraguaçu Paulista|1124.61|10.0|13419.0|34.5|24.0|16.0|0.05|9031|22571|2.6|10749|82.5|Paraguaçu Paulista|6150|966585.918|84.5|44410|1472.17|2014|21839|18480|82063.42|14.0
4272|4533.19|1558.55|8.0|353560|353560 Paraibuna|88.86|0.0|2546.0|11.0|3.0|3.0|0.01|3860|9160|2.2|4410|15.0|Paraibuna|2562|276841.297|15.0|18005|12.0|2014|8845|7173|21288.17|3.0
4273|24401.44|2294.84|2.0|353570|353570 Paraíso|13.91|0.0|1957.0|4.5|0.0|2.5|0.01|1216|3182|3.2|1455|5.5|Paraíso|978|181994.557|5.5|6231|4.92|2014|3049|2582|25466.33|0.0
4274|35344.55|1639.94|5.0|353580|353580 Paranapanema|71.66|0.0|3241.0|7.0|4.0|2.0|0.03|4487|9693|2.3|4851|10.0|Paranapanema|2104|469929.773|10.0|19134|25.75|2014|9441|7692|17181.92|4.0
4275|618.39|1640.96|2.0|353590|353590 Paranapuã|31.88|0.0|327.0|2.0|1.0|0.0|0.0|762|2044|2.3|862|1.0|Paranapuã|684|66387.424|1.0|3987|12.5|2014|1943|1679|11614.92|1.0
4276|813.8|1953.46|5.0|353600|353600 Parapuã|11.79|0.0|2833.0|7.0|2.0|2.0|0.01|1987|5663|2.7|2416|6.0|Parapuã|2053|267061.50899999996|6.0|11047|4.17|2014|5384|4591|4208.58|2.0
4277|7595.82|1659.23|3.0|353610|353610 Pardinho|0.0|0.0|2311.0|3.0|1.0|0.0|0.01|1447|3067|2.3|1435|3.0|Pardinho|824|222015.458|3.0|6045|0.0|2014|2978|2339|6061.42|1.0
4278|605751.98|2142.36|14.0|353620|353620 Pariquera-Açu|327.81|0.0|3904.0|18.0|7.0|4.0|0.02|4380|9502|3.0|4663|17.5|Pariquera-Açu|2651|412797.084|19.5|19243|115.83|2014|9741|7549|28916.42|7.0
4279|3814.82|1864.85|2.0|353625|353625 Parisi|0.0|0.0|216.0|2.0|1.0|0.0|0.0|369|1087|2.6|453|1.0|Parisi|412|32445.057999999997|1.0|2118|0.0|2014|1031|884|9377.17|1.0
4280|38554.59|2288.31|10.0|353630|353630 Patrocínio Paulista|110.48|0.0|3526.0|14.0|3.0|4.0|0.04|3191|7070|3.2|3378|12.0|Patrocínio Paulista|1809|722694.198|13.0|13935|42.58|2014|6865|5557|8945.83|3.0
4281|195.99|1973.4|2.0|353640|353640 Paulicéia|0.0|0.0|2041.0|3.0|1.0|1.0|0.01|1544|3584|2.7|1745|3.0|Paulicéia|808|207784.383|3.0|6891|0.0|2014|3307|2794|6191.92|1.0
4282|247326.02|3511.88|22.0|353650|353650 Paulínia|1871.49|20.0|43092.0|60.5|33.0|38.5|0.88|21498|47349|4.9|23588|115.5|Paulínia|9218|16272895.122000001|129.0|95624|734.83|2014|48275|41320|77997.58|13.0
4283|1039.64|1644.79|2.0|353657|353657 Paulistânia|0.0|0.0|202.0|2.0|0.0|0.0|0.0|362|945|2.3|431|1.0|Paulistânia|281|25166.775|1.0|1828|0.0|2014|883|754|3217.08|0.0
4284|441.02|1778.14|3.0|353660|353660 Paulo de Faria|29.24|0.0|837.0|6.0|1.0|3.0|0.01|1838|4455|2.5|2153|5.0|Paulo de Faria|1297|176506.548|5.0|8868|10.33|2014|4413|3580|3379.08|1.0
4285|134163.03|2296.39|18.0|353670|353670 Pederneiras|27283.7|2.0|12178.0|36.5|12.0|18.5|0.11|9776|22374|3.2|11091|62.5|Pederneiras|5549|1984694.514|65.5|44417|1796.0|2014|22043|18001|27294.17|10.0
4286|3644.99|1267.99|3.0|353680|353680 Pedra Bela|0.0|0.0|764.0|3.0|2.0|0.0|0.0|1172|3145|1.8|1402|2.0|Pedra Bela|971|64488.880999999994|2.0|6001|0.0|2014|2856|2456|9420.42|2.0
4287|1232.71|1490.13|5.0|353690|353690 Pedranópolis|122.4|0.0|326.0|5.0|1.0|0.0|0.0|453|1314|2.1|489|3.0|Pedranópolis|505|44880.678|3.0|2564|48.0|2014|1250|1117|4393.5|1.0
4288|30267.28|1773.12|12.0|353700|353700 Pedregulho|38.68|0.0|2278.0|15.0|3.0|3.0|0.03|3663|8343|2.4|4138|15.0|Pedregulho|2136|523228.311|18.0|16388|13.67|2014|8045|6451|11010.58|3.0
4289|82560.17|1608.67|10.0|353710|353710 Pedreira|1675.64|7.0|13301.0|31.5|18.0|21.5|0.06|8711|22375|2.2|10960|41.5|Pedreira|5754|1029894.343|43.5|45009|1304.08|2014|22634|19584|30519.67|11.0
4290|5821.01|1613.27|5.0|353715|353715 Pedrinhas Paulista|4.24|0.0|524.0|7.0|2.0|2.0|0.0|563|1507|2.2|712|8.0|Pedrinhas Paulista|454|86534.132|8.0|3050|1.5|2014|1543|1321|5185.33|2.0
4291|27794.28|1537.32|7.0|353720|353720 Pedro de Toledo|180.96|0.0|973.0|8.0|1.0|1.0|0.01|2689|5494|2.1|2404|7.0|Pedro de Toledo|1613|126041.552|8.0|10855|70.17|2014|5361|4149|10784.67|1.0
4292|226096.73|1633.72|18.5|353730|353730 Penápolis|59808.1|9.0|14097.0|54.5|20.0|36.0|0.07|11731|30165|2.3|13672|129.0|Penápolis|10246|1331695.676|137.0|61531|5028.67|2014|31366|25882|67282.83|11.0
4293|53203.12|2130.2|15.0|353740|353740 Pereira Barreto|96.69|7.0|5539.0|24.5|10.0|9.5|0.03|5153|12653|2.9|5801|48.0|Pereira Barreto|4096|623751.5229999999|52.0|25625|34.17|2014|12972|10575|29373.33|3.0
4294|4129.17|1527.43|6.0|353750|353750 Pereiras|100.94|0.0|1882.0|6.0|2.0|0.0|0.01|1809|4106|2.1|1971|7.0|Pereiras|1139|129561.397|7.0|8106|39.58|2014|4000|3187|10633.92|2.0
4295|178701.8|1612.99|21.0|353760|353760 Peruíbe|299.03|12.0|8758.0|36.0|17.0|15.0|0.07|14863|31325|2.2|14046|49.0|Peruíbe|10766|1379878.05|50.5|64448|110.17|2014|33123|24773|62212.83|5.0
4296|3003.2|1241.86|2.0|353770|353770 Piacatu|0.0|0.0|872.0|2.0|2.0|0.0|0.0|1129|2867|1.7|1341|1.0|Piacatu|912|76493.762|1.0|5674|0.0|2014|2807|2292|12740.67|2.0
4297|41049.35|1675.22|12.5|353780|353780 Piedade|4.72|11.0|6939.0|25.0|15.0|12.5|0.06|11570|27491|2.3|13081|40.5|Piedade|7584|1109388.446|47.0|54311|1.67|2014|26820|22076|64881.83|4.0
4298|58395.77|1575.05|11.0|353790|353790 Pilar do Sul|359.17|0.0|5672.0|16.0|3.0|5.0|0.03|6334|14218|2.2|6962|16.0|Pilar do Sul|3708|496472.00200000004|17.0|28027|82.92|2014|13809|11023|29602.0|3.0
4299|644271.89|2618.61|29.0|353800|353800 Pindamonhangaba|3465.11|28.0|33511.0|93.5|39.0|64.5|0.33|34803|77922|3.6|39147|282.5|Pindamonhangaba|19046|6188050.79|292.5|158673|709.58|2014|80751|65677|110814.92|11.0
4300|41191.41|1923.44|8.0|353810|353810 Pindorama|282.27|0.0|2265.0|12.0|1.0|4.0|0.02|3050|8305|2.7|3716|16.0|Pindorama|2714|289244.73600000003|17.0|16156|106.42|2014|7851|6676|18346.5|1.0
4301|0.0|1289.69|7.0|353820|353820 Pinhalzinho|46.93|1.0|1875.0|12.0|3.0|5.0|0.01|2798|7130|1.8|3230|9.0|Pinhalzinho|2472|221677.608|12.0|14237|16.58|2014|7107|5737|8233.17|2.0
4302|649.78|1452.71|2.0|353830|353830 Piquerobi|0.0|0.0|470.0|2.0|0.0|0.0|0.0|703|1806|2.0|813|1.0|Piquerobi|613|52753.828|1.0|3656|0.0|2014|1850|1527|2542.5|0.0
4303|28003.29|1729.69|8.0|353850|353850 Piquete|0.0|0.0|1293.0|9.0|1.0|1.0|0.01|2743|6827|2.4|3156|13.0|Piquete|2267|134631.858|14.0|14097|0.0|2014|7270|5931|19670.75|1.0
4304|71714.16|1547.91|5.0|353860|353860 Piracaia|8299.31|0.0|4497.0|11.5|9.0|6.5|0.02|5241|13149|2.1|6279|10.5|Piracaia|3903|395547.04|12.0|26451|551.67|2014|13302|11028|18712.17|9.0
4305|1930934.04|2510.08|112.5|353870|353870 Piracicaba|3547.41|101.0|130531.0|392.0|144.0|279.5|1.19|76738|189617|3.5|92769|673.0|Piracicaba|54394|22114033.367|879.5|387498|1567.92|2014|197881|163597|251003.75|43.0
4306|82748.2|1521.55|11.0|353880|353880 Piraju|108.5|3.0|5475.0|32.0|5.0|21.0|0.03|5962|14308|2.1|6694|76.0|Piraju|4784|534971.219|79.0|29469|35.25|2014|15161|12029|31414.33|2.0
4307|65522.67|1496.66|12.0|353890|353890 Pirajuí|0.0|2.0|2520.0|19.0|13.0|7.0|0.02|4214|13511|2.1|6219|44.5|Pirajuí|3644|307003.447|46.5|24278|0.0|2014|10767|10201|17852.17|11.0
4308|6379.09|1522.82|6.0|353900|353900 Pirangi|171.68|0.0|1953.0|10.0|1.0|4.0|0.01|1936|5645|2.1|2524|13.5|Pirangi|1910|204832.984|15.5|11129|11.25|2014|5484|4759|18737.5|1.0
4309|45854.66|1482.03|8.0|353910|353910 Pirapora do Bom Jesus|19.81|0.0|1840.0|9.0|2.0|1.0|0.02|4716|8635|2.0|4701|8.0|Pirapora do Bom Jesus|1451|378963.292|9.0|17381|7.0|2014|8746|6513|18190.5|2.0
4310|83389.44|1469.68|11.0|353920|353920 Pirapozinho|23789.36|1.0|4883.0|20.0|7.0|9.0|0.04|5277|12932|2.0|6397|23.0|Pirapozinho|3702|713177.74|27.0|26316|2417.58|2014|13384|10940|64771.67|6.0
4311|256954.09|2190.5|28.0|353930|353930 Pirassununga|70644.78|17.0|20225.0|70.5|34.0|42.5|0.12|14338|36216|3.0|16980|204.5|Pirassununga|11618|2248318.569|212.5|73910|5494.42|2014|37694|30974|61927.42|17.0
4312|7888.61|1559.11|5.0|353940|353940 Piratininga|38.44|0.0|1589.0|6.0|3.0|1.0|0.01|2472|6387|2.2|2877|5.0|Piratininga|2129|164383.239|5.0|12946|13.58|2014|6559|5468|13710.17|3.0
4313|68768.46|1826.42|14.5|353950|353950 Pitangueiras|720.4|6.0|7125.0|33.5|16.0|19.0|0.05|9152|19282|2.5|10140|64.5|Pitangueiras|3928|872404.4670000001|72.0|37790|279.0|2014|18508|14570|24301.83|10.0
4314|818.23|2199.38|3.0|353960|353960 Planalto|39.74|0.0|808.0|3.0|1.0|0.0|0.01|1147|2540|3.0|1196|2.0|Planalto|540|218235.71399999998|2.0|4874|15.58|2014|2334|1991|3874.83|1.0
4315|7562.14|1835.78|2.0|353970|353970 Platina|0.0|0.0|315.0|2.0|1.0|0.0|0.0|784|1767|2.5|764|1.0|Platina|483|58697.962|1.0|3398|0.0|2014|1631|1367|18809.0|1.0
4316|279183.71|1906.46|24.5|353980|353980 Poá|1994.57|3.0|33507.0|37.0|9.0|12.5|0.21|25772|54414|2.6|29113|36.5|Poá|11403|3994805.7539999997|45.0|112649|597.67|2014|58235|46361|112791.58|6.0
4317|2275.78|1420.6|2.0|353990|353990 Poloni|1.42|1.0|914.0|5.0|2.0|3.0|0.01|1151|2883|2.0|1333|4.0|Poloni|1041|105082.024|4.0|5770|0.5|2014|2887|2245|9627.33|1.0
4318|79652.04|2835.41|13.0|354000|354000 Pompéia|16814.38|25.0|7205.0|50.0|32.0|37.0|0.06|4074|10372|3.9|4750|94.0|Pompéia|3219|1052340.4209999999|105.0|21167|1292.0|2014|10795|9124|25014.17|7.0
4319|3355.23|1502.85|2.0|354010|354010 Pongaí|0.0|0.0|438.0|2.0|1.0|0.0|0.0|545|1805|2.1|749|1.0|Pongaí|693|64072.792|1.0|3499|0.0|2014|1694|1512|4065.08|1.0
4320|95343.46|1938.7|17.5|354020|354020 Pontal|2.36|4.0|8296.0|36.0|12.0|18.5|0.05|11306|24153|2.7|12886|43.0|Pontal|3363|854354.385|47.5|45196|0.83|2014|21043|17641|40546.58|8.0
4321|1310.07|1507.33|2.0|354025|354025 Pontalinda|0.0|0.0|364.0|2.0|2.0|0.0|0.0|967|2327|2.1|1089|2.0|Pontalinda|584|56097.805|2.0|4380|0.0|2014|2053|1740|5228.25|2.0
4322|929.5|2260.07|2.0|354030|354030 Pontes Gestal|0.0|0.0|1544.0|2.0|2.0|0.0|0.01|489|1307|3.1|599|1.0|Pontes Gestal|449|121645.651|1.0|2579|0.0|2014|1272|1042|2769.33|2.0
4323|4220.58|1615.51|2.0|354040|354040 Populina|5.9|0.0|414.0|3.0|2.0|1.0|0.0|753|2161|2.2|906|2.0|Populina|847|74258.228|2.0|4256|2.08|2014|2095|1750|2307.67|2.0
4324|7355.3|1339.31|5.0|354050|354050 Porangaba|112.64|0.0|1119.0|7.0|2.0|2.0|0.01|1832|4682|1.8|1961|11.0|Porangaba|1660|147245.486|11.0|9164|24.5|2014|4482|3711|9743.0|2.0
4325|154716.64|1833.21|15.0|354060|354060 Porto Feliz|19615.46|4.0|12388.0|32.0|8.0|17.0|0.08|10692|25934|2.5|12585|60.5|Porto Feliz|6636|1443378.7119999998|67.5|51469|1285.42|2014|25535|21556|83918.67|4.0
4326|85291.09|1696.25|16.0|354070|354070 Porto Ferreira|764.12|17.0|15598.0|67.0|20.0|51.0|0.09|11143|26944|2.3|12823|140.0|Porto Ferreira|7602|1654753.281|144.0|54257|137.25|2014|27313|22689|26077.25|3.0
4327|7902.86|1606.07|11.0|354075|354075 Potim|178.81|0.0|1356.0|12.0|4.0|1.0|0.01|4868|12906|2.2|6517|10.0|Potim|1662|173104.927|11.0|22038|85.33|2014|9132|8991|64528.33|4.0
4328|40035.08|1652.14|7.5|354080|354080 Potirendaba|0.47|0.0|4988.0|18.5|1.0|11.0|0.02|3120|8399|2.3|3831|17.5|Potirendaba|2705|443492.479|18.5|16527|0.17|2014|8128|6871|21186.67|1.0
4329|2298.52|1292.02|3.0|354085|354085 Pracinha|208.04|0.0|233.0|3.0|3.0|0.0|0.0|368|2738|1.8|1456|2.0|Pracinha|242|24200.487999999998|2.0|3456|81.58|2014|718|1390|4713.83|3.0
4330|19475.72|1678.6|6.0|354090|354090 Pradópolis|34.64|1.0|7022.0|8.5|2.0|2.5|0.03|4416|10001|2.3|5120|11.5|Pradópolis|2075|648415.6|13.5|19481|13.58|2014|9480|7870|6527.75|1.0
4331|918267.47|1798.41|45.5|354100|354100 Praia Grande|9243.87|24.0|45542.0|119.0|48.0|73.5|0.3|66630|141149|2.5|68584|146.5|Praia Grande|40458|5511835.0479999995|173.0|294184|1088.67|2014|153035|118512|273581.75|24.0
4332|16117.7|1574.59|3.0|354105|354105 Pratânia|0.0|0.0|648.0|3.0|1.0|0.0|0.0|1184|2555|2.2|1329|3.0|Pratânia|518|88506.049|4.0|4962|0.0|2014|2407|1931|5553.25|1.0
4333|1072.5|1397.06|3.0|354110|354110 Presidente Alves|0.0|0.0|481.0|3.0|1.0|0.0|0.0|815|2044|1.9|953|2.0|Presidente Alves|685|69931.429|2.0|4167|0.0|2014|2123|1714|3056.67|1.0
4334|34937.68|1410.08|10.0|354120|354120 Presidente Bernardes|462.73|1.0|1750.0|15.0|11.0|5.0|0.01|2238|6554|1.9|2901|25.0|Presidente Bernardes|2630|226379.445|25.0|13546|139.83|2014|6992|5777|19316.83|10.0
4335|81264.07|1513.12|12.5|354130|354130 Presidente Epitácio|33.49|3.0|6746.0|25.5|7.0|13.0|0.05|9248|21074|2.1|10151|40.0|Presidente Epitácio|5874|961037.913|40.0|43191|11.83|2014|22117|17918|35382.5|4.0
