|Atendimentos_valor_medio|Renda média (R$)|Estabelecimentos_Publicos|Code|Município|Psi_valor_medio|Profissionais_Privados|Assalariados|Estabelecimentos_Total|Profissionais_Total|Estabelecimentos_Privados|Contribuição para o PIB estadual %|0 a 14 anos|Masculino|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Psi|Cidades|60+ anos|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|Psi_qtd_media|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media|Profissionais_Publicos
1488|5812.02|1916.52|7.0|351720|351720 Guaiçara|497.65|1.0|1302.0|10.0|2.0|3.0|0.01|2554|6134|2.0|2783|13.0|Guaiçara|1687|196222.395|14.0|12039|53.83|2018|5905|5015|9653.92|1.0
1489|12768.52|1914.26|5.0|351730|351730 Guaimbê|0.0|0.0|353.0|6.0|1.0|1.0|0.0|1224|2874|2.0|1251|5.0|Guaimbê|951|75599.799|5.0|5743|0.0|2018|2869|2317|2811.17|1.0
1490|49594.65|2516.77|15.0|351740|351740 Guaíra|800.97|7.0|12639.0|40.0|12.0|25.0|0.15|7822|20022|2.6|8712|58.5|Guaíra|6205|3249524.055|66.5|40533|1523.25|2018|20511|17794|60981.5|5.0
1491|68508.79|2616.89|12.0|351750|351750 Guapiaçu|32.07|0.0|4158.0|19.0|5.0|7.0|0.02|3859|10705|2.7|4573|16.0|Guapiaçu|3335|549431.4739999999|20.0|21125|653.08|2018|10420|9358|31364.83|5.0
1492|14472.18|1770.61|14.0|351760|351760 Guapiara|0.0|1.0|1777.0|17.5|2.0|3.5|0.01|3650|8777|1.9|3798|13.5|Guapiara|2864|326393.673|13.5|17293|0.0|2018|8516|6981|94833.0|1.0
1493|34606.46|2157.49|14.0|351770|351770 Guará|379.22|6.0|2460.0|27.0|9.5|13.0|0.02|5004|10533|2.3|4970|38.0|Guará|2796|439580.67100000003|41.0|21129|299.75|2018|10596|8359|21608.17|3.5
1494|21575.15|1978.78|5.0|351780|351780 Guaraçaí|0.0|0.0|1027.0|8.0|1.0|3.0|0.01|1369|4152|2.1|1566|13.0|Guaraçaí|1773|273862.21|13.0|8357|0.0|2018|4205|3649|12379.58|1.0
1495|53896.49|2641.23|9.0|351790|351790 Guaraci|38.91|0.0|2200.0|13.0|1.0|4.0|0.01|2427|5703|2.8|2531|15.0|Guaraci|1617|329127.002|15.0|11088|13.75|2018|5385|4513|24969.33|1.0
1496|4828.39|1889.42|3.0|351800|351800 Guarani d'Oeste|1431.27|0.0|285.0|3.0|1.0|0.0|0.0|386|945|2.0|381|2.0|Guarani d'Oeste|401|35546.471|2.0|2002|81.0|2018|1057|834|6057.75|1.0
1497|570.31|1846.4|6.0|351810|351810 Guarantã|0.0|0.0|955.0|6.0|2.0|0.0|0.01|1475|3324|1.9|1552|4.0|Guarantã|973|174176.163|4.0|6654|0.0|2018|3330|2654|6167.42|2.0
1498|49407.93|2303.52|12.5|351820|351820 Guararapes|31.6|6.0|5160.0|28.0|10.0|15.5|0.04|5892|16155|2.4|6699|45.5|Guararapes|5852|909954.305|47.5|32774|11.17|2018|16619|14331|20356.33|4.0
1499|106492.16|2904.75|9.0|351830|351830 Guararema|225.89|1.0|7153.0|15.5|5.5|6.5|0.06|5865|14778|3.0|6902|24.5|Guararema|4327|1413582.2780000002|25.5|29451|212.5|2018|14673|12357|27257.0|4.5
1500|712389.06|2878.09|34.0|351840|351840 Guaratinguetá|373.41|49.0|29870.0|149.0|63.0|115.0|0.26|22093|58198|3.0|26003|288.5|Guaratinguetá|20101|5672184.125|307.5|121073|782.58|2018|62875|52876|60255.42|14.0
1501|12488.73|1855.85|8.0|351850|351850 Guareí|56.84|0.0|2048.0|10.5|4.5|2.5|0.01|2707|12190|1.9|4784|9.5|Guareí|1768|222781.799|9.5|18143|418.17|2018|5953|8884|31220.25|4.5
1502|115991.22|2566.11|12.0|351860|351860 Guariba|68.37|3.5|6862.0|27.0|14.5|15.0|0.04|8907|20114|2.7|9714|39.5|Guariba|4575|899806.498|44.5|39714|24.17|2018|19600|16518|29408.92|11.0
1503|1577279.34|2918.24|59.0|351870|351870 Guarujá|1330.38|28.5|47389.0|168.5|69.0|109.5|0.39|70959|154565|3.1|75296|285.0|Guarujá|39882|8599008.831|331.5|318107|1767.83|2018|163542|131970|195677.75|40.5
1504|3867867.77|3060.68|149.0|351880|351880 Guarulhos|67144.14|156.0|329765.0|589.0|313.0|440.0|2.77|305394|664117|3.2|336278|670.0|Guarulhos|154386|61325724.48899999|871.5|1365899|21284.08|2018|701782|569841|518157.25|157.0
1505|11980.84|2370.87|8.0|351885|351885 Guatapará|102.64|0.0|1193.0|9.0|1.0|1.0|0.01|1708|3913|2.5|1753|4.5|Guatapará|1141|212860.234|6.0|7602|40.25|2018|3689|3000|5872.5|1.0
1506|718.55|1913.26|3.0|351890|351890 Guzolândia|0.0|0.0|446.0|3.0|2.0|0.0|0.0|1094|2681|2.0|1150|2.0|Guzolândia|807|65820.615|2.0|5226|0.0|2018|2545|2175|4110.0|2.0
1507|77151.8|2417.72|8.0|351900|351900 Herculândia|47.87|0.0|999.0|12.0|3.0|4.0|0.01|1906|4755|2.5|2110|11.0|Herculândia|1486|313971.997|11.0|9462|16.92|2018|4707|3960|7826.33|3.0
1508|46561.92|2682.63|6.0|351905|351905 Holambra|0.0|1.0|6811.0|11.0|2.0|5.0|0.04|2953|7352|2.8|3237|18.0|Holambra|1819|970052.535|20.0|14579|0.0|2018|7227|6570|7979.0|1.0
1509|508452.78|4232.45|51.0|351907|351907 Hortolândia|1368.21|11.5|43989.0|112.5|37.5|61.5|0.59|47864|116250|4.4|57652|138.5|Hortolândia|24892|13116393.02|154.5|227353|1969.67|2018|111103|96945|163747.42|26.0
1510|26684.32|1565.06|8.0|351910|351910 Iacanga|0.0|2.0|2079.0|12.0|5.0|4.0|0.02|2276|6112|1.6|2567|15.0|Iacanga|1767|427955.46|15.0|11559|0.0|2018|5447|4949|14332.25|3.0
1511|2391.26|2062.83|4.0|351920|351920 Iacri|0.0|0.0|673.0|5.0|1.0|1.0|0.01|1166|3238|2.2|1247|3.0|Iacri|1255|191441.42|3.0|6348|0.0|2018|3110|2680|11165.17|1.0
1512|1178.33|2752.17|7.0|351925|351925 Iaras|0.0|0.0|1318.0|7.0|12.0|0.0|0.01|1412|6669|2.9|2062|5.0|Iaras|893|152535.578|5.0|8956|0.0|2018|2287|4589|1658.67|12.0
1513|86783.78|2473.13|14.0|351930|351930 Ibaté|604.65|2.0|5850.0|20.5|4.0|6.5|0.04|7784|18038|2.6|8797|34.0|Ibaté|3734|849194.412|35.0|34726|224.42|2018|16688|14411|26407.0|2.0
1514|12966.81|2036.73|6.0|351940|351940 Ibirá|5.19|0.0|1887.0|18.0|2.0|12.0|0.01|2330|6202|2.1|2638|17.5|Ibirá|2170|251106.33899999998|18.5|12264|1.83|2018|6062|5126|4366.42|2.0
1515|9910.3|1937.78|5.0|351950|351950 Ibirarema|4.01|0.5|616.0|6.0|1.5|1.0|0.01|1596|3890|2.0|1773|5.0|Ibirarema|1161|183537.298|5.0|7663|1.42|2018|3773|3133|36733.25|1.0
1516|65457.07|1694.77|22.5|351960|351960 Ibitinga|66.47|5.0|13666.0|57.0|12.0|34.5|0.07|11335|29508|1.8|13116|140.0|Ibitinga|8816|1523757.346|144.0|59451|23.67|2018|29943|26184|24899.75|7.0
1517|572073.18|2216.41|26.0|351970|351970 Ibiúna|256.33|6.0|11073.0|43.5|14.0|17.5|0.08|16901|39730|2.3|18052|45.0|Ibiúna|10979|1701924.4309999999|50.0|78262|55.33|2018|38532|32330|115473.75|8.0
1518|6873.21|2181.74|9.0|351980|351980 Icém|372.76|1.0|880.0|16.0|2.0|7.0|0.01|1758|4190|2.3|1923|13.0|Icém|1079|173790.66|18.0|8181|145.33|2018|3991|3421|12772.58|1.0
1519|27902.78|2302.11|7.0|351990|351990 Iepê|48.35|0.0|981.0|15.0|2.0|8.0|0.01|1573|4055|2.4|1726|10.0|Iepê|1432|247259.16600000003|12.0|8124|17.08|2018|4069|3393|10686.0|2.0
1520|14819.86|2003.84|8.0|352000|352000 Igaraçu do Tietê|61.32|5.0|2189.0|11.0|7.0|3.0|0.01|4960|12244|2.1|5501|17.0|Igaraçu do Tietê|3318|303425.157|20.0|24598|50.92|2018|12354|10819|9617.83|2.0
1521|46417.32|2329.68|14.5|352010|352010 Igarapava|1.65|6.0|5266.0|32.0|12.0|17.5|0.05|6157|15158|2.4|6837|51.0|Igarapava|4653|1179673.378|57.0|30246|149.42|2018|15088|12599|26291.5|6.0
1522|43717.25|1910.29|5.0|352020|352020 Igaratá|0.0|0.0|1552.0|5.0|2.5|0.0|0.01|1947|4814|2.0|2091|3.0|Igaratá|1530|180642.393|3.0|9483|0.0|2018|4669|3915|15003.0|2.5
1523|50089.99|2050.29|9.5|352030|352030 Iguape|65.8|1.0|2535.0|16.0|4.0|6.5|0.05|6303|15349|2.1|6070|20.0|Iguape|5905|1169819.794|21.0|30721|361.83|2018|15372|12443|26797.58|3.0
1524|52494.37|2505.38|9.0|352042|352042 Ilha Comprida|145.92|0.0|1726.0|9.0|1.0|0.0|0.06|2085|5326|2.6|1902|8.0|Ilha Comprida|2437|1339968.201|8.0|10965|55.83|2018|5639|4541|27319.42|1.0
1525|333730.01|3091.71|18.5|352044|352044 Ilha Solteira|180.7|16.5|4748.0|62.0|27.0|43.5|0.03|4464|12920|3.2|5076|101.5|Ilha Solteira|5316|625342.869|118.0|26582|69.67|2018|13662|11726|38948.75|10.5
1526|46591.69|2615.96|16.5|352040|352040 Ilhabela|0.0|0.0|8605.0|21.5|13.5|5.0|0.65|7856|17236|2.7|8369|22.5|Ilhabela|3653|14401224.599000001|24.0|34333|69.5|2018|17097|14455|40059.58|13.5
1527|1017602.81|3457.46|34.5|352050|352050 Indaiatuba|186626.61|48.0|74092.0|196.5|84.0|162.0|0.71|48531|123127|3.6|57343|365.5|Indaiatuba|32492|15596305.246|428.0|246908|25898.0|2018|123781|108542|311947.25|36.0
1528|0.0|1751.38|5.0|352060|352060 Indiana|0.0|0.0|560.0|5.0|2.0|0.0|0.0|849|2462|1.8|1040|7.0|Indiana|863|64130.056|7.0|4892|0.0|2018|2430|2140|70.42|2.0
1529|12031.13|1882.41|3.0|352070|352070 Indiaporã|223.41|0.0|431.0|4.0|2.0|1.0|0.0|587|1907|2.0|705|5.0|Indiaporã|924|95550.0|5.0|3908|87.0|2018|2001|1692|7077.58|2.0
1530|6350.08|2251.87|2.0|352080|352080 Inúbia Paulista|99.02|0.0|914.0|2.0|1.0|0.0|0.01|726|1986|2.4|849|1.0|Inúbia Paulista|699|138261.53|1.0|3963|38.83|2018|1977|1689|7105.83|1.0
1531|34301.07|2310.99|6.0|352090|352090 Ipaussu|8.25|0.5|2850.0|12.5|3.5|6.5|0.02|3341|7616|2.4|3421|15.5|Ipaussu|2186|373010.794|16.5|14869|2.92|2018|7253|5921|10354.0|3.0
1532|46600.9|2243.62|13.5|352100|352100 Iperó|35.14|3.0|6379.0|17.5|11.0|4.0|0.03|8333|19525|2.4|9073|23.5|Iperó|3892|648432.512|24.5|36280|200.92|2018|16755|14982|17494.92|8.0
1533|11610.13|2468.87|8.0|352110|352110 Ipeúna|0.0|0.0|1757.0|8.0|2.0|0.0|0.03|1741|3848|2.6|1859|4.0|Ipeúna|892|696293.27|5.0|7401|0.0|2018|3553|2909|9048.42|2.0
1534|1696.78|1948.56|3.0|352115|352115 Ipiguá|380.16|0.0|1102.0|3.0|2.0|0.0|0.0|958|2663|2.0|1082|1.0|Ipiguá|1017|107465.845|2.0|5306|149.08|2018|2643|2249|6015.92|2.0
1535|1725.23|1723.06|4.5|352120|352120 Iporanga|15.22|0.0|441.0|4.5|1.0|0.0|0.0|1009|2142|1.8|991|3.5|Iporanga|621|51274.45|3.5|4238|3.58|2018|2096|1617|2557.17|1.0
1536|21744.91|2014.25|10.0|352130|352130 Ipuã|693.72|1.5|2338.0|21.0|7.5|11.0|0.02|3600|8305|2.1|4054|31.5|Ipuã|1903|358852.955|32.5|16209|207.17|2018|7904|6652|6617.58|6.0
1537|8013.01|2367.27|15.0|352140|352140 Iracemápolis|12.22|0.0|6624.0|21.5|3.0|6.5|0.09|4811|11947|2.5|5585|22.5|Iracemápolis|3140|1990597.155|26.5|23846|3.5|2018|11899|10310|4775.5|3.0
1538|28090.62|1707.63|3.0|352150|352150 Irapuã|45.65|0.0|796.0|5.0|1.0|2.0|0.01|1643|4238|1.8|1777|4.0|Irapuã|1198|156745.815|5.0|7937|2.58|2018|3699|3319|37680.58|1.0
1539|0.0|2423.75|6.0|352160|352160 Irapuru|0.0|1.0|599.0|6.0|9.0|0.0|0.0|1066|5261|2.5|1965|6.5|Irapuru|1379|88061.031|6.5|8261|0.0|2018|3000|3851|1457.42|8.0
1540|33563.7|1963.94|15.5|352170|352170 Itaberá|29.01|0.0|2477.0|19.5|2.0|4.0|0.02|3618|8898|2.1|3937|16.0|Itaberá|2828|521461.62|18.5|17635|10.25|2018|8737|7252|18684.08|2.0
1541|15125.76|2367.59|14.0|352180|352180 Itaí|0.0|1.0|4163.0|23.0|6.0|9.0|0.03|5522|14828|2.5|5927|32.0|Itaí|3404|601067.753|32.0|26861|0.0|2018|12033|12008|13612.5|5.0
1542|16691.61|2150.06|11.0|352190|352190 Itajobi|75.13|0.0|3236.0|20.0|2.0|9.0|0.07|2364|7717|2.3|2985|24.5|Itajobi|3263|1599308.9109999998|25.5|15226|28.0|2018|7509|6614|38478.08|2.0
1543|4414.39|1902.74|2.0|352200|352200 Itaju|0.0|0.0|532.0|2.0|1.0|0.0|0.0|826|2014|2.0|913|1.0|Itaju|572|87323.591|1.0|3782|0.0|2018|1768|1471|7079.83|1.0
1544|348317.42|2183.53|35.5|352210|352210 Itanhaém|1543.45|5.5|13776.0|60.5|28.0|25.0|0.09|22170|48168|2.3|20240|51.0|Itanhaém|18759|1885630.928|67.5|100496|1764.08|2018|52328|39327|94121.25|22.5
1545|246.91|2287.18|3.0|352215|352215 Itaóca|0.0|0.0|323.0|3.0|1.0|0.0|0.0|640|1739|2.4|693|1.0|Itaóca|643|41298.592000000004|1.0|3326|0.0|2018|1587|1350|78.83|1.0
1546|982672.27|2436.62|24.0|352220|352220 Itapecerica da Serra|193.59|16.5|22720.0|46.5|31.5|22.5|0.17|40181|87839|2.6|44103|49.0|Itapecerica da Serra|17535|3660938.18|57.0|173672|747.58|2018|85833|71853|130139.75|15.0
1547|919747.43|2119.75|50.5|352230|352230 Itapetininga|535.48|40.5|32867.0|148.0|75.0|97.5|0.22|34674|81399|2.2|38487|347.5|Itapetininga|22553|4754148.451|373.0|162231|394.33|2018|80832|66517|86155.25|34.5
1548|752139.06|1953.51|42.5|352240|352240 Itapeva|36463.95|28.0|18098.0|107.5|41.5|65.0|0.11|21121|46441|2.0|22747|220.0|Itapeva|12112|2521974.41|238.0|93892|2225.67|2018|47451|37912|110888.58|13.5
1549|765461.65|3902.93|39.0|352250|352250 Itapevi|1817.58|3.5|33766.0|88.0|20.0|49.0|0.55|58730|115299|4.1|61796|77.5|Itapevi|20781|12172060.617999999|93.0|234352|1108.17|2018|119053|93045|298864.67|16.5
1550|203170.53|2684.48|25.0|352260|352260 Itapira|26848.6|24.5|22936.0|65.0|41.5|40.0|0.18|12283|36676|2.8|15961|127.0|Itapira|13200|3905552.187|138.0|74299|4963.58|2018|37623|32855|69957.17|17.0
1551|3535.19|1701.77|5.0|352265|352265 Itapirapuã Paulista|18.26|0.0|405.0|5.0|1.0|0.0|0.0|1102|2168|1.8|1049|3.0|Itapirapuã Paulista|512|42107.833|3.0|4213|6.17|2018|2045|1550|1739.0|1.0
1552|94333.3|1923.36|13.0|352270|352270 Itápolis|455.12|2.0|8431.0|34.0|14.5|21.0|0.06|7409|21381|2.0|9182|76.5|Itápolis|7482|1308752.49|84.5|42903|246.25|2018|21522|18830|27702.58|12.5
1553|17810.62|1831.72|8.0|352280|352280 Itaporanga|199.83|0.0|2109.0|13.0|2.5|5.0|0.01|3214|7614|1.9|3011|8.0|Itaporanga|2758|321102.424|9.0|15125|76.33|2018|7511|6142|34197.75|2.5
1554|23286.07|1987.04|7.5|352290|352290 Itapuí|0.0|0.0|4192.0|9.5|3.5|2.0|0.03|3113|6964|2.1|3155|9.5|Itapuí|1915|665412.031|10.5|13833|0.0|2018|6869|5650|4216.42|3.5
1555|674.18|2033.3|3.5|352300|352300 Itapura|257.24|0.0|486.0|4.5|2.0|1.0|0.0|1007|2518|2.1|1073|3.0|Itapura|708|91507.933|3.0|4860|97.5|2018|2342|2072|4234.42|2.0
1556|872618.45|2469.2|37.5|352310|352310 Itaquaquecetuba|809.45|0.0|41061.0|66.5|16.5|29.0|0.33|91080|179769|2.6|96720|59.0|Itaquaquecetuba|33799|7212559.667|72.0|366519|280.5|2018|186750|144920|248420.0|16.5
1557|53422.1|1819.07|23.5|352320|352320 Itararé|24.53|3.0|7591.0|34.5|6.5|11.0|0.04|10651|24776|1.9|11992|66.5|Itararé|7406|878884.051|75.5|50360|71.33|2018|25584|20311|16610.83|3.5
1558|19210.13|2030.29|9.0|352330|352330 Itariri|0.0|1.0|1230.0|12.0|2.0|3.0|0.01|4545|8647|2.1|4131|10.0|Itariri|2314|276174.161|10.0|17271|0.0|2018|8624|6281|8576.83|1.0
1559|357258.48|2890.87|37.0|352340|352340 Itatiba|11829.85|18.0|31362.0|119.5|40.5|82.5|0.27|22606|58964|3.0|27085|141.5|Itatiba|16731|6051183.935|173.0|119090|1543.25|2018|60126|52668|93493.0|22.5
1560|47847.3|2045.58|3.5|352350|352350 Itatinga|10.61|2.0|2487.0|7.0|3.5|3.5|0.02|5041|10519|2.1|5125|17.0|Itatinga|2302|410393.00700000004|19.5|20467|3.75|2018|9948|7999|5016.83|1.5
1561|34924.23|2099.83|10.0|352360|352360 Itirapina|207.83|0.0|4828.0|12.0|6.0|2.0|0.02|3352|10798|2.2|4764|26.0|Itirapina|2041|411186.765|27.0|17922|81.0|2018|7124|7765|12272.08|6.0
1562|21044.47|2079.48|5.5|352370|352370 Itirapuã|400.65|0.0|417.0|5.5|2.0|0.0|0.0|1496|3271|2.2|1514|3.0|Itirapuã|989|98573.832|3.5|6453|156.92|2018|3182|2454|5772.25|2.0
1563|2038.08|1673.74|2.0|352380|352380 Itobi|39.62|0.0|718.0|2.0|2.0|0.0|0.01|1520|4049|1.8|1739|4.5|Itobi|1239|124806.66900000001|4.5|7830|11.17|2018|3781|3332|32509.08|2.0
1564|1453822.86|2767.48|51.5|352390|352390 Itu|577.79|42.0|53899.0|159.5|67.5|108.0|0.35|34641|85056|2.9|39608|294.5|Itu|23391|7831498.159|301.0|172268|1462.25|2018|87212|74628|139615.83|25.5
1565|178733.56|3396.65|23.0|352400|352400 Itupeva|27788.88|3.5|27440.0|33.5|15.0|10.5|0.3|13909|30354|3.6|14795|42.5|Itupeva|5688|6690186.471|48.5|59649|2538.75|2018|29295|25257|47980.08|11.5
1566|576454.71|2175.95|19.5|352410|352410 Ituverava|9870.42|11.0|6755.0|94.0|26.5|74.5|0.07|7744|20271|2.3|8844|175.0|Ituverava|7281|1524621.96|183.0|41598|1186.33|2018|21327|17729|53348.83|15.5
1567|16075.1|1790.31|6.0|352420|352420 Jaborandi|0.71|0.0|655.0|8.0|1.0|2.0|0.01|1395|3473|1.9|1570|7.5|Jaborandi|1077|137848.775|7.5|6911|0.25|2018|3438|2869|18449.33|1.0
1568|499509.53|2829.14|24.0|352430|352430 Jaboticabal|37919.3|12.5|20207.0|90.5|33.5|66.5|0.13|13732|37399|3.0|16674|132.0|Jaboticabal|13359|2906847.193|149.0|76864|4866.83|2018|39465|33099|79321.75|21.0
1569|1294084.36|3190.84|40.5|352440|352440 Jacareí|23932.27|74.5|48336.0|209.5|123.5|169.0|0.57|47008|112822|3.3|51357|398.5|Jacareí|34460|12705392.677000001|432.5|231863|3684.92|2018|119041|99038|209869.42|49.0
1570|103367.38|2172.12|4.0|352450|352450 Jaci|0.0|1.0|2481.0|10.0|12.0|6.0|0.02|1393|3528|2.3|1601|5.0|Jaci|835|393180.487|9.0|6934|0.0|2018|3406|3105|11689.33|11.0
1571|40577.54|1731.66|11.5|352460|352460 Jacupiranga|47.87|3.0|2649.0|13.5|4.0|2.0|0.02|4121|9104|1.8|3982|15.0|Jacupiranga|2634|530424.3489999999|16.0|17842|16.92|2018|8738|7105|6652.0|1.0
1572|240687.06|3412.27|24.5|352470|352470 Jaguariúna|1559.82|16.5|33231.0|57.5|29.5|33.0|0.52|11393|27776|3.6|13068|80.0|Jaguariúna|7526|11529843.917000001|87.0|56221|768.17|2018|28445|24234|65926.08|13.0
1573|1334190.56|2176.17|28.0|352480|352480 Jales|195.82|29.0|10749.0|125.0|41.5|97.0|0.07|7853|23949|2.3|9230|192.0|Jales|10027|1546576.083|208.0|49011|720.58|2018|25062|21901|62843.83|12.5
1574|5545.83|3115.38|5.0|352490|352490 Jambeiro|0.0|0.0|2501.0|5.0|0.0|0.0|0.01|1360|3372|3.3|1523|2.0|Jambeiro|862|238349.676|3.0|6485|0.0|2018|3113|2740|629.92|0.0
1575|243065.58|3194.43|20.0|352500|352500 Jandira|1450.81|8.0|18588.0|35.5|13.5|15.5|0.18|28490|60219|3.3|31265|30.0|Jandira|11824|4014711.34|43.0|123481|919.83|2018|63262|51902|121205.67|5.5
1576|19301.48|2359.79|20.5|352510|352510 Jardinópolis|2486.27|3.0|8504.0|33.5|14.0|13.0|0.05|9660|22106|2.5|10223|52.5|Jardinópolis|6132|1096985.436|59.5|43774|233.83|2018|21668|17759|40318.58|11.0
1577|175631.46|3002.42|9.5|352520|352520 Jarinu|77.82|3.0|8378.0|17.5|7.0|8.0|0.11|6261|14720|3.1|6688|18.0|Jarinu|4108|2510282.5840000003|21.0|29456|27.5|2018|14736|12399|30781.5|4.0
1578|3929672.23|2179.58|44.0|352530|352530 Jaú|67611.03|38.0|36207.0|172.0|70.0|128.0|0.21|29014|72781|2.3|32288|417.5|Jaú|23144|4733100.115|495.5|148581|4676.42|2018|75800|64135|177184.92|32.0
1579|1432.96|1863.51|2.0|352540|352540 Jeriquara|0.0|0.0|526.0|2.0|1.0|0.0|0.0|747|1584|2.0|735|1.0|Jeriquara|414|82385.841|1.0|3168|0.0|2018|1584|1272|2486.58|1.0
1580|35833.16|1818.83|4.0|352550|352550 Joanópolis|12.26|1.0|2210.0|6.5|3.0|2.5|0.01|2463|6549|1.9|2731|10.0|Joanópolis|2372|213005.21899999998|10.0|13098|4.33|2018|6549|5532|10978.5|2.0
1581|2298.1|2035.6|5.0|352560|352560 João Ramalho|203.7|0.0|314.0|5.5|1.0|0.5|0.01|976|2287|2.1|1060|4.5|João Ramalho|553|120874.491|4.5|4495|79.5|2018|2208|1906|5571.92|1.0
1582|54630.76|2077.78|13.0|352570|352570 José Bonifácio|891.0|3.5|9481.0|44.5|10.0|31.5|0.06|6770|18407|2.2|8393|54.5|José Bonifácio|5685|1320742.124|57.5|36655|56.33|2018|18248|15807|40094.33|6.5
1583|1140.77|1681.4|2.0|352580|352580 Júlio Mesquita|0.0|1.0|466.0|3.0|2.0|1.0|0.0|917|2368|1.8|1125|1.0|Júlio Mesquita|761|51126.856|2.0|4752|0.0|2018|2384|1949|761.92|1.0
1584|1420.75|2038.07|3.0|352585|352585 Jumirim|114.44|0.0|1218.0|4.0|0.0|1.0|0.01|655|1693|2.1|851|4.0|Jumirim|418|131511.333|4.0|3315|44.58|2018|1622|1391|3807.83|0.0
1585|3079041.18|3308.99|80.5|352590|352590 Jundiaí|142979.11|209.5|164279.0|556.0|283.0|475.5|1.97|75953|202057|3.5|86512|1353.0|Jundiaí|68685|43632890.536000006|1561.5|414810|14617.83|2018|212753|183660|254034.92|73.5
1586|21305.6|2509.01|15.0|352600|352600 Junqueirópolis|455.27|1.0|5111.0|19.0|8.0|4.0|0.03|3481|11037|2.6|4256|31.5|Junqueirópolis|3674|576140.8960000001|32.5|20524|1130.83|2018|9487|9113|11290.25|7.0
1587|54849.26|1928.5|11.5|352610|352610 Juquiá|464.74|1.0|1889.0|11.5|3.0|0.0|0.01|4107|9513|2.0|4173|12.0|Juquiá|3303|328898.903|12.0|18908|177.58|2018|9395|7325|23757.75|2.0
1588|17052.9|1796.42|10.0|352620|352620 Juquitiba|241.19|2.0|5107.0|11.0|5.0|1.0|0.02|7101|15944|1.9|7400|12.0|Juquitiba|3989|513903.68100000004|13.0|31235|94.58|2018|15291|12745|59141.67|3.0
1589|8656.37|1752.93|7.0|352630|352630 Lagoinha|0.0|0.0|512.0|8.0|1.0|1.0|0.0|824|2525|1.8|983|6.0|Lagoinha|1047|56590.74|6.0|4903|0.0|2018|2378|2049|1542.83|1.0
1590|66714.94|2036.87|14.0|352640|352640 Laranjal Paulista|2016.31|5.5|8773.0|30.5|9.5|16.5|0.05|5384|13974|2.1|6158|77.0|Laranjal Paulista|4857|1112580.072|81.0|28240|758.5|2018|14266|11841|26425.17|4.0
1591|9400.71|2397.18|6.5|352650|352650 Lavínia|0.0|0.0|579.0|6.5|5.0|0.0|0.01|806|9490|2.5|2772|4.5|Lavínia|884|157514.934|4.5|11667|0.0|2018|2177|7205|7819.25|5.0
1592|0.0|1928.3|4.5|352660|352660 Lavrinhas|0.0|0.0|703.0|4.5|1.0|0.0|0.0|1772|3590|2.0|1767|2.5|Lavrinhas|791|109956.525|3.5|7207|0.0|2018|3617|2877|0.0|1.0
1593|559017.52|2342.36|32.0|352670|352670 Leme|23671.1|15.5|21263.0|118.0|33.5|86.0|0.15|21635|51398|2.5|24250|174.0|Leme|13898|3207602.0939999996|188.5|102412|3072.75|2018|51014|42629|114390.0|18.0
1594|293953.1|2705.07|20.0|352680|352680 Lençóis Paulista|39448.43|18.5|16949.0|74.0|30.5|54.0|0.12|13670|33727|2.8|15507|189.5|Lençóis Paulista|9425|2639062.006|202.5|67859|2437.67|2018|34132|29257|91889.58|12.0
1595|1312252.33|2882.61|56.0|352690|352690 Limeira|40788.34|63.5|79172.0|219.0|117.0|163.0|0.6|57350|149113|3.0|66859|661.0|Limeira|46744|13192024.795999998|691.0|303682|4354.33|2018|154569|132729|164849.25|53.5
1596|42378.84|2066.34|7.5|352700|352700 Lindóia|177.58|0.0|1842.0|11.5|1.5|4.0|0.01|1651|3878|2.2|1669|8.5|Lindóia|1212|182324.628|10.5|7864|62.75|2018|3986|3332|6435.08|1.5
1597|113945.89|2261.6|32.0|352710|352710 Lins|109.9|50.0|23965.0|196.5|72.0|164.5|0.17|14056|37965|2.4|16491|467.5|Lins|13248|3785365.526|478.5|77510|2762.33|2018|39545|33715|29858.92|22.0
1598|422911.83|2465.58|31.0|352720|352720 Lorena|1010.55|23.0|16009.0|84.5|40.0|53.5|0.13|17876|42684|2.6|19460|220.5|Lorena|14068|2826717.961|239.5|88276|688.5|2018|45592|36872|48534.0|17.0
1599|589.47|2272.97|5.0|352725|352725 Lourdes|0.0|0.0|216.0|5.0|1.5|0.0|0.0|348|1202|2.4|458|2.0|Lourdes|457|40048.021|2.0|2278|0.0|2018|1076|1015|6526.58|1.5
1600|168666.84|3636.79|11.0|352730|352730 Louveira|1496.03|5.0|16670.0|26.0|17.5|15.0|0.5|11001|24288|3.8|12475|41.5|Louveira|4187|10963451.719|44.5|47748|774.0|2018|23460|20085|41677.83|12.5
1601|83666.95|1559.3|7.0|352740|352740 Lucélia|8137.7|4.0|7844.0|23.0|10.5|16.0|0.02|3741|11718|1.6|4634|31.0|Lucélia|3649|441170.215|35.0|21604|826.5|2018|9886|9580|27700.92|6.5
