|Psi_qtd_media_1000|Psi_valor_medio_1000|Profissionais_Publicos_1000|Profissionais_Privados_1000|Profissionais_Total_1000|0 a 14 anos_1000|15 a 29 anos_1000|30 a 59 anos_1000|60+ anos_1000|Feminino_1000|Masculino_1000|Atendimentos_valor_medio_1000|Atendimentos_qtd_media_1000|Estabelecimentos_Psi_1000|Estabelecimentos_Atend_1000|Estabelecimentos_Publicos_1000|Estabelecimentos_Privados_1000|Estabelecimentos_Total_1000|PIB (mil R$)_1000|Assalariados_1000|Profissionais_Privados_Prop|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Atend_Prop|Estabelecimentos_Publicos_Prop|Estabelecimentos_Privados_Prop|Contribuição para o PIB estadual %|Renda média (R$)|Renda média em Salários mínimos|Code|Cidades|data_ref|Município
103|3.040008212076885|7.756178304719378|0.1988862370723946|0.09623527600277157|0.29512151307516615|0.23586624579772628|0.2539071522057125|0.4137090358508482|0.09651756614571304|0.5023609721046013|0.49763902789539866|2366.921497677522|723.1321374496368|0.8019606333564298|0.9046115944260528|0.24379603254035467|0.5453332306823723|0.7891292632227269|217749.7747966228|533.7593348217723|0.32608695652173914|0.6739130434782609|0.4699248120300752|0.5300751879699248|0.3089430894308943|0.6910569105691057|0.77|3103.89|3.1|350920|Cajamar|2020|350920 Cajamar
108|39.44895830587119|129.5098006907279|0.2249149771954338|0.28382128074661883|0.5087362579420527|0.18107385779441618|0.21240212491102264|0.43697107906461735|0.16955293822994386|0.5177122604202368|0.48228773957976323|7516.111335385306|270.29892271492974|1.3610239645672406|1.552984366349424|0.12852284411167647|0.7311796419814927|0.8597024860931691|50583.01795612428|330.0005272732066|0.5578947368421052|0.4421052631578947|0.4670624823296579|0.5329375176703421|0.14949688548155246|0.8505031145184475|2.78|3686.0|3.7|350950|Campinas|2020|350950 Campinas
120|7.5317086612258795|5.349342323870037|0.1620890030715866|0.2228723792234316|0.3849613822950182|0.2131470390391364|0.21746671097099418|0.41725761615703183|0.15212863383283762|0.5063417322451759|0.4936582677548242|8152.872946534942|686.8406421966303|1.381808751185276|1.633046705946235|0.43358808321649417|0.7212960636685604|1.1548841468850546|26954.75325191062|214.71930236893078|0.5789473684210527|0.42105263157894735|0.4583333333333333|0.5416666666666666|0.37543859649122807|0.624561403508772|0.15|2709.45|2.7|351050|Caraguatatuba|2020|351050 Caraguatatuba
121|1.6543356242698724|1.9027339942408286|0.09921053219009729|0.02232236974277189|0.1215329019328692|0.22324353953415696|0.2328297572070251|0.4207022617521076|0.12322444150671036|0.5157509121168303|0.48424908788316967|2073.606798897771|223.75323364328355|0.23810527725623354|0.27778949013227244|0.10293092714722596|0.1512960615898984|0.25422698873712435|14249.884104736557|90.41055798483568|0.1836734693877551|0.8163265306122449|0.46153846153846156|0.5384615384615384|0.40487804878048783|0.5951219512195122|0.26|2252.39|2.3|351060|Carapicuíba|2020|351060 Carapicuíba
126|11.822738516045291|49.24487946643592|0.236740491603876|0.4449088549107325|0.6816493465146085|0.1701102884152265|0.19055976881066475|0.443292488795644|0.19603745397846478|0.5140615688547474|0.48593843114525254|8140.095267639207|419.13132566511837|2.914357086295991|4.4409250838796055|0.3510290047919541|2.126582691821024|2.4776116966129784|34247.53797235851|289.1336114353821|0.6526946107784432|0.3473053892215569|0.39622641509433965|0.6037735849056604|0.1416803953871499|0.8583196046128501|0.19|2511.09|2.5|351110|Catanduva|2020|351110 Catanduva
145|1.2154585028863443|0.28244377148985833|0.08477650547301346|0.09069114538973534|0.17546765086274882|0.22072647550550456|0.2320155515598877|0.4258146430711965|0.12144332986341125|0.5107133844358223|0.4892866155641778|2559.8906185924734|615.3184047821836|0.6151225513390745|0.699899056812088|0.20109775716854358|0.41205324753162365|0.6131510047001671|49424.97466562569|296.8715497933819|0.5168539325842697|0.48314606741573035|0.46776611694152925|0.5322338830584707|0.3279742765273312|0.6720257234726688|0.57|3121.54|3.1|351300|Cotia|2020|351300 Cotia
149|4.5354906686366885|2.7199622143367526|0.21799421104261787|0.44809921158760335|0.6660934226302213|0.19653389204442237|0.20837824417773795|0.42411984837291544|0.17096801540492423|0.5121289556866212|0.4878710443133788|3836.5595669181675|348.69482021532986|2.6946506642768044|3.445519613423599|0.43598842208523575|1.8529507938622518|2.2889392159474875|29499.684792481625|196.95776967700525|0.6727272727272727|0.32727272727272727|0.4388560157790927|0.5611439842209073|0.19047619047619047|0.8095238095238095|0.11|3339.87|3.3|351340|Cruzeiro|2020|351340 Cruzeiro
150|8.029036816434443|43.21737346724811|0.19373072189385077|0.15954294744199474|0.35327366933584553|0.22277513561150533|0.240241289714798|0.4207071551213286|0.11627641955236807|0.5023551577955723|0.4976448422044277|2498.364836734384|630.9233738015286|1.1509884065458194|1.257350371507149|0.2962940452494188|0.3190858948839895|0.6153799401334082|100156.79690942519|212.68594350660203|0.45161290322580644|0.5483870967741935|0.47791798107255523|0.5220820189274448|0.48148148148148145|0.5185185185185185|0.6|4222.84|4.2|351350|Cubatão|2020|351350 Cubatão
153|14.609016372314924|2.9730033719423465|0.11833432140538995|0.01991765805833296|0.13825197946372292|0.21532394313391462|0.23531424206281326|0.4283514974563979|0.12101031734687422|0.518695651155107|0.481304348844893|3290.6799185484947|336.4777847815033|0.3538313372715621|0.42061407311420784|0.12419245612842905|0.20503471530636874|0.3292271714347978|34380.153628411485|206.81090175439417|0.1440677966101695|0.8559322033898306|0.4568835098335855|0.5431164901664145|0.37722419928825623|0.6227758007117438|0.66|3067.91|3.1|351380|Diadema|2020|351380 Diadema
160|41.486937482728564|248.49371851284994|0.2657143464489935|0.9034287779265778|1.1691431243755714|0.15368917798609782|0.18678655697978444|0.45156558892927745|0.20795867610484026|0.49059371213570563|0.5094062878642943|12329.576132474545|1003.9963437705927|4.549029611206768|4.5915439066386075|0.4038858066024701|1.0309716642220947|1.4348574708245647|25502.001084114534|242.14016963203878|0.7727272727272727|0.22727272727272727|0.49767441860465117|0.5023255813953489|0.2814814814814815|0.7185185185185186|0.05|2074.2|2.1|351440|Dracena|2020|351440 Dracena
168|2.519283273365035|0.7897372846113512|0.07593975446146058|0.07232357567758149|0.14826333013904205|0.23273726653045726|0.24399443108467284|0.4145370387111939|0.10873126367367603|0.516567523098342|0.483432476901658|1473.2514148299492|514.3248775019437|0.3272641799410563|0.34534507386045166|0.12656625743576763|0.1356067043954653|0.26217296183123295|47907.83582548322|152.48341077982897|0.4878048780487805|0.5121951219512195|0.48655913978494625|0.5134408602150538|0.4827586206896552|0.5172413793103449|0.6|2753.71|2.8|351500|Embu das Artes|2020|351500 Embu das Artes
180|10.773032477450217|7.378893980000576|0.2377453099334313|1.0158208697155702|1.2535661796490014|0.15452004265006772|0.18621941730785857|0.4445981383821792|0.21466240165989453|0.5111812339702025|0.4888187660297974|9840.219734301605|585.7371545488603|3.4004783723811993|5.489755338462869|0.5907610731679203|2.8529437192011757|3.443704792369096|28905.56165528371|226.08858534336187|0.8103448275862069|0.1896551724137931|0.3824959481361426|0.6175040518638574|0.17154811715481172|0.8284518828451883|0.09|2068.4|2.1|351550|Fernandópolis|2020|351550 Fernandópolis
182|3.6590330788804075|8.096539440203562|0.12213740458015267|0.02035623409669211|0.14249363867684478|0.23102290076335877|0.2518931297709924|0.40936386768447836|0.10772010178117049|0.5139338422391857|0.48606615776081424|959.2042748091603|296.1047328244275|0.22646310432569974|0.26717557251908397|0.183206106870229|0.09669211195928754|0.2798982188295165|15969.161302798984|98.94147582697201|0.14285714285714285|0.8571428571428571|0.4587628865979381|0.5412371134020618|0.6545454545454545|0.34545454545454546|0.14|2371.22|2.4|351570|Ferraz de Vasconcelos|2020|351570 Ferraz de Vasconcelos
187|4.667730632956918|55.86916024400044|0.1882545988912647|0.14610804690068308|0.33436264579194774|0.1975914650422449|0.22276419566115296|0.4204989589801658|0.15914538031643632|0.5130836946229429|0.4869163053770571|7098.058814108418|595.5792481617079|0.5970761531999067|0.6701301766502482|0.17701551836044294|0.36386523218535494|0.5408807505457978|28077.980261364813|230.94905605772394|0.4369747899159664|0.5630252100840336|0.47117516629711753|0.5288248337028825|0.32727272727272727|0.6727272727272727|0.45|2161.0|2.2|351620|Franca|2020|351620 Franca
188|3.507231201409648|14.479235277228893|0.07036980741191107|0.03659229985419376|0.10696210726610483|0.2484898639329404|0.2529203470075943|0.39342351927851243|0.10516626978095286|0.5029414579498179|0.49705854205018213|1648.6920223156733|402.3984845158276|0.3518490370595554|0.3884413369137491|0.13511003023086926|0.197035460753351|0.3321454909842203|8541.461327568639|51.2967748109867|0.34210526315789475|0.6578947368421053|0.4752851711026616|0.5247148288973384|0.4067796610169492|0.5932203389830508|0.07|2233.78|2.2|351630|Francisco Morato|2020|351630 Francisco Morato
189|1.6369526876773253|1.6749098995475808|0.3961863865245508|0.05112082406768397|0.44730721059223477|0.22465685146844566|0.24587838355954297|0.4231142806022033|0.10635048436980804|0.4912008281573499|0.5087991718426501|6082.142218132556|640.4784270122434|0.5335736012064515|0.6102548373079774|0.3354804079441761|0.22365360529611739|0.5591340132402934|19140.378754185516|109.59026659509752|0.11428571428571428|0.8857142857142857|0.4664804469273743|0.5335195530726257|0.6|0.4|0.14|2498.84|2.5|351640|Franco da Rocha|2020|351640 Franco da Rocha
210|0.4462674992857435|1.268356393616587|0.10611811762785192|0.4244724705114077|0.5305905881392595|0.1785233255785478|0.2048895963430064|0.43920656299742866|0.1773805150810171|0.5194645116525856|0.4805354883474144|5696.425207134403|275.92343169666543|2.6121382800702015|2.7713154565119793|0.3101914207583364|1.101995836904616|1.4121872576629524|46301.65401412187|249.44287988245378|0.8|0.2|0.4852160727824109|0.514783927217589|0.21965317919075145|0.7803468208092486|0.26|3006.31|3.0|351840|Guaratinguetá|2020|351840 Guaratinguetá
213|4.269558481797056|9.288055770720371|0.12858249419054996|0.10379550735863671|0.2323780015491867|0.2189465530596437|0.22972889233152594|0.4158698683191325|0.1354546862896979|0.5144941905499613|0.48550580945003874|4417.652300542215|543.9230673896204|1.0704879938032532|1.104570100697134|0.19054996127033305|0.407436096049574|0.5979860573199071|26642.93983268784|144.92021688613477|0.44666666666666666|0.5533333333333333|0.49216524216524216|0.5078347578347578|0.31865284974093266|0.6813471502590673|0.39|2973.94|3.0|351870|Guarujá|2020|351870 Guarujá
214|8.86135616085096|18.475929894025015|0.1192425083739129|0.08332609018899938|0.20256859856291226|0.21903986794251362|0.24084257043748353|0.4182517180618639|0.12186584355813898|0.5140515802864837|0.48594841971351627|2258.9580862583066|262.16878417896146|0.31031785311765286|0.4044188687621263|0.11062256800953366|0.21478018074578287|0.3254027487553165|44052.007324794315|239.73347144393338|0.41134751773049644|0.5886524822695035|0.43417085427135677|0.5658291457286432|0.33995584988962474|0.6600441501103753|2.77|3080.77|3.1|351880|Guarulhos|2020|351880 Guarulhos
219|8.47600305644607|0.44139179284467195|0.1131226548393018|0.07256925027426907|0.18569190511357087|0.2057850498806876|0.24442177248259406|0.4306600813629359|0.11913309627378244|0.48755864235739077|0.5124413576426092|3055.7188837995554|517.2949598521295|0.6787359290358108|0.7470363998821817|0.2219765302507054|0.34363674394580357|0.565613274196509|55990.988692003295|197.31152271630972|0.39080459770114945|0.6091954022988506|0.47604790419161674|0.5239520958083832|0.39245283018867927|0.6075471698113207|0.59|4004.89|4.0|351907|Hortolândia|2020|351907 Hortolândia
237|95.2279069404386|387.57999867303096|0.1502597346842399|0.21660818896039777|0.36686792364463766|0.1932223102531779|0.22410556429360362|0.4429617949988877|0.1397103304543308|0.5009191212342373|0.4990808787657626|3137.6295648712253|480.8740823423346|1.2820863076304625|1.446006018195088|0.14830830955847057|0.6849502191450416|0.8332585287035122|60870.04385242543|301.5342104338798|0.5904255319148937|0.4095744680851064|0.4699570815450644|0.5300429184549357|0.17798594847775176|0.8220140515222483|0.71|3386.3|3.4|352050|Indaiatuba|2020|352050 Indaiatuba
254|16.558844639289248|8.25308917382786|0.21338092374541714|0.058194797385113774|0.2715757211305309|0.21615487575410758|0.19449671199394775|0.3915151985412504|0.19783321371069426|0.5218618455510078|0.47813815444899227|2518.0365075362265|779.5516090861478|0.6061958060949351|0.7516827995577195|0.33946965141316365|0.3249209520668852|0.6643906034800489|18288.98496634401|142.1989874105255|0.21428571428571427|0.7857142857142857|0.44642857142857145|0.5535714285714286|0.5109489051094891|0.48905109489051096|0.09|2268.59|2.3|352210|Itanhaém|2020|352210 Itanhaém
256|2.185329445801578|0.0|0.06754398802219945|0.13790230887865723|0.20544629690085667|0.22670013846517545|0.24655244227803358|0.41735993065483895|0.10938748860195202|0.4930035685740338|0.5069964314259662|5215.382974412086|765.5055667503462|0.289876281928606|0.35179160428228884|0.13227364321014062|0.16604563722124033|0.29831928043138095|20606.197048327725|129.25104974614717|0.6712328767123288|0.3287671232876712|0.4517543859649123|0.5482456140350878|0.44339622641509435|0.5566037735849056|0.17|2474.98|2.5|352220|Itapecerica da Serra|2020|352220 Itapecerica da Serra
257|3.447615480347498|1.0771117528364123|0.20540579727656078|0.33227408382973067|0.5376798811062914|0.20918163913826227|0.2299759554390247|0.4132039679566956|0.14763843746601743|0.4978432391285961|0.5021567608714039|4735.795403743219|282.9530104031995|2.2745671374889747|2.4195594649783114|0.35039812476589777|0.6524654737020166|1.0028635984679144|28721.460380846514|201.31580537196572|0.6179775280898876|0.38202247191011235|0.48455598455598453|0.5154440154440154|0.3493975903614458|0.6506024096385542|0.22|2145.02|2.1|352230|Itapetininga|2020|352230 Itapetininga
258|28.642462343361043|469.38631281380526|0.17404328931268723|0.36390869583561875|0.537951985148306|0.21931564069026624|0.23510611366609005|0.40852706636850766|0.13705117927513608|0.5049365005695963|0.4950634994304038|9891.260811780094|1290.8808700054851|2.520990675498924|2.7108560820218557|0.4535673600270031|0.7594616260917261|1.2130289861187291|26601.983144171132|196.24699379773006|0.6764705882352942|0.3235294117647059|0.48185483870967744|0.5181451612903226|0.3739130434782609|0.6260869565217392|0.11|1974.97|2.0|352240|Itapeva|2020|352240 Itapeva
259|2.30016475695237|5.86202746502546|0.07677590979453107|0.022825270479455182|0.09960118027398625|0.24624316798154058|0.2581289088275696|0.3997783873738904|0.09584953581699943|0.5080656205776038|0.49193437942239615|2144.177688505609|437.02474674324895|0.3652043276712829|0.43990521287677264|0.18260216383564146|0.2386278277397587|0.42122999157540014|50514.65016330443|143.3551487585128|0.22916666666666666|0.7708333333333334|0.4536082474226804|0.5463917525773195|0.43349753694581283|0.5665024630541872|0.55|3910.97|3.9|352250|Itapevi|2020|352250 Itapevi
260|50.33070154451445|199.4316399500226|0.2724831857936571|0.2724831857936571|0.5449663715873142|0.1619081798123189|0.20417630326713987|0.44568944891937157|0.18822606800116967|0.5068054337134806|0.4931945662865194|2160.7905999946834|704.3613259962251|1.8741526437514953|1.9937794082462716|0.3322965680410453|0.638009410638807|0.9703059786798522|51912.06352181194|316.0273280697557|0.5|0.5|0.4845360824742268|0.5154639175257731|0.3424657534246575|0.6575342465753424|0.18|2703.98|2.7|352260|Itapira|2020|352260 Itapira
266|0.367535885614022|1.0392761812320173|0.04666529781793067|0.02933247291412785|0.07599777073205852|0.24327819717288293|0.25738978323302514|0.39817765345549866|0.10115436613859327|0.5100997037420235|0.48990029625797643|1559.4620957785237|626.2978419299701|0.19866083928204772|0.24132625442987007|0.10266365519944749|0.11466330320977251|0.21732695840921998|19232.928279437136|115.94859884110066|0.38596491228070173|0.6140350877192983|0.45151515151515154|0.5484848484848485|0.4723926380368098|0.5276073619631901|0.33|2487.97|2.5|352310|Itaquaquecetuba|2020|352310 Itaquaquecetuba
269|21.304933064667445|250.46736443657664|0.18355210024392032|0.19578890692684836|0.3793410071707687|0.18584446202918886|0.21885936645972867|0.44609686656170205|0.1491993049493804|0.5046540654750736|0.49534593452492637|3185.1299956763282|645.0149696935088|1.3174961861952503|1.578548062097715|0.3181569737561286|0.7872345632683695|1.105391537024498|49364.778676956455|278.96656088627117|0.5161290322580645|0.4838709677419355|0.45492957746478874|0.5450704225352113|0.2878228782287823|0.7121771217712177|0.27|2999.99|3.0|352340|Itatiba|2020|352340 Itatiba
274|3.3448578328624805|35.36618290349038|0.15948236580698077|0.3018773352774993|0.4613597010844801|0.19757017224095508|0.2211393875877153|0.43630957805522647|0.14498086211610317|0.5064761232115191|0.4935238767884808|10764.417091952975|677.0676888726875|1.8454388043379204|1.879613597010845|0.30757313405632003|0.729062243689055|1.0366353777453752|44606.637650369084|309.30465688508156|0.654320987654321|0.345679012345679|0.4954128440366973|0.5045871559633027|0.2967032967032967|0.7032967032967034|0.35|2838.37|2.8|352390|Itu|2020|352390 Itu
